name_product,price_product,sold_product,discount_product,link_product
"Áo vest nữ blazer hàn quốc [HÀNG CAO CẤP] form chuẩn công sở dễ phối đồ
Đã bán 97",299.000₫,Đã bán 97,-44%,https://tka.tiki.vn/pixel/pixel?data=xpEc1tFphUw31B-XWXBevSSMX7WfkmM_dNLY1Nhr7S1dGjhx0afeZeDGdSq8KynrsPVBugkoFMpCkw_opu5q6M7P9x-ASrXOF10xqmQdZJRR3-Dlc1QOufNnH-MbWNi61n8B-jvnLrJ4bmCTSg6yQWCbmMXtgupP1AfskE18as1s_iRN2eFdh0EpC_PU-2l4b1fvcosc2uXKiAVq6RgUwtbZYEXBwP5V04OqM44wDXYJFm8hyGNC4rqQJ-wZK5uq4g_V0lm7MSf5UTcKgAzbZv8hiSygXn4ycaMtM3t80BAMhsfyle8X1V0A0GXQFv65VrnG_TAnxQsXpqutyRexc2IzCDW8Lu-exb0OzPvIuoYRbreIK5Zji2SoL0BJ9HGp3QDiM3wSp34SOooE6tNdut3r2UsWQAeLO0yosv0DimNJEI7bzeJ7j1idnRocuGi8_g8eJhZxK-z5usAyAucQHqueVSWGq9c8PCXnMGXsJ-TZmA70igI312XGX4j4kTuojFCu-RVGZmnkjk9h_ZiE8C7tWtnc8b2dihlOqeoXmIoXk1emn37FzjUSOMg9V5HKGTtN21yR55X3zd09hj0-ogcPp6skevC30zHn_HH_c0kyra9T8KGWg0lvNvADhYtDUMAhf1IJ8CwLS4ZJwF-0WQDvUbH7WnE8t1NNL1lFGM_Of6BVLlrCzGeEp4x_sUyvO-GTdyu8YStp-gJSOvncc3fyQluD4CqivmReWhl4XGcNPL708ixVNbT1Y_nz4CU5GC4o6PSwcDGjG-Y_DdTOwVVZjH4V1XbJnqJRicDcR9b1BZj6bJAdfmzac4C_oMdXdWqkw5WK-cNrGhbM4iENbRWexrOEuF8dFWpAJLHoJJCjf4AVrFkx7qXmxyfvv1gDw_EduovrrBTQRuzQJG4uj6lo857nX8lEZV6Ao7XYxavlTbbhsVb9yVSJPkkTq3emusdB4mkXKiHTJRToNoNL3RFtJFe0A2J9IJjSEAF1OPpENRwCJZR7FfPkShrCacfj_d8SoZqUEZt2GbQ6f5NvekNLvR40_JTYRdEilLzyR6cz3Q7OZnuomGeI1qO0swxtXbzwuN6SBWjRmACuJtt7OeGtX_LFamczEHcAKJRxXQOe0pws3BV18wC2w3U5ppClvzKgGaH7Y6_SVtHWSzg9wUI3&reqid=X295MWvTYb0aMilA&type=CLICK&pos=1
"Áo khoác gió cách nhiệt GOKING, form unisex cho nữ nam. Ngoài vải dù, trong lót vải cào cách nhiệt, chống nắng gió lạnh, giữ ấm cơ thể
Đã bán 89",235.000₫,Đã bán 89,-0%,https://tka.tiki.vn/pixel/pixel?data=YQJ7i_FutherhXsqI4L5N8q8b3w4J0Le7Pl1E7dAEtk76y2wP91udwaaD0cGc2YKB1F8QfSwUMwY7dADJxuLUNWR5n-f9YS05QfNqhxra6iDlSUFe5nZ0RNyvZQ4GE9JQae5qHl8NQX6ZZuUVbu1Jg448OE63wT44_t9DH5mkr83v4B1QNRdLJVvKcJFTwqir6h-cxHAb-CykaDW_B2glieowR4pfRaGYttf8Gn186o2Xw_JXpvz0atZu7cO3ZoDZCZYBLwRAvJkG-g7KrjEUGjb0R0M6b89ZbRrmik6KB8kqAN8Pn3_YakArYh9mwohuWnJam4qrF2kqf4nnziVPkm-PwHQucj4ehj0LJqR3Tngr9eEYBQk5bq8EWZUBHKmAioMUCjD8U0UzC6Twx-cezHqUiSQoqzjTQ-lSqHp9xhYZk9LfmwU_9br3-ieLmsg2vTcxQQzU5OsrI9JaM5FSBdDHeqh8CDSqF4adRb5oVO2SZRA5_sC9Jq9efCX-cIi-5wrVpAHBRm8SRtvEG9H4oblhW8GiN43UN-jUVB5VGBpz9T6HlCHJ3Is_5lmAnE5tpJt-RijJwJubCWrwYYHClBMi6wbZST39dX9wlKpvPiKw2ooDNT9onIqxWfyjLqgm6N_r6E0bydhr61Dncv1xxGEpnbFihAkPx3_HWJlih-WNNBg4algOGS6_7Utl7hwf48xaazSnDOHFY7VlQPeGwjXVnGA8cOBHLqyg6oOu9Tkt-rux5hJHegjjoELq9r5DplrXk9ejLp767g5lR09XX3nzwgPKIhcebzyTKUVjcQ8NRgTuE-fjynWhKs5s1tw9I6SCnq7zDUWh-h2Ya3TQqjnd3yTkL3tbLR_0zEZcNdUerxPohhkY2RZdW_Qm6RQ-jwN1FqiD41imiMUDAi0_X3emgKGlJ7TaCvmp8AUFtQSf9HpObyqJO0hCtqwz8vQLMXc9ztTlHtpx-L7Gge8Q_SRnrVzzNlPAURybESTu5T4gtrH0V-YZRyZdvFsl5nhsRv7zBbgynnid9qfZAJPsi4O6vzFMVoIr0b70PL6t8GUqhCWLH0LjCdRtxtYbWJCYgAm3KwEV2cxz7QRjj25T6IpzTlrf8WH70-rSOvEOaE4H7I2i21s8xxHrtmA3PstHaxxd07PGeJV03FGkhriZhnx6FSsQob2Jk8LwiSoK9Djz1Uu&reqid=X295MWvTYb0aMilA&type=CLICK&pos=2
"Áo Khoác Nữ Đẹp, Áo Khoác Nữ Ủ Kem Chất Gân Mềm Thương Hiệu Baw KQA001 (Hình thật shop tự chụp)",205.000₫,,-11%,https://tka.tiki.vn/pixel/pixel?data=HJrNAlJn--jHh27xx4QvodNxy326cjDif8gTBP2Liu8m5AJBgQ1e0gk-LEwMygeyQqMSa8vm-z46ugtlY8QrTevtPe28pee6DV7pagc6dMQ15fGAb4W5ut7C0Nnlj3zPcLEX1t2p2zbt8yno10OM9I8BJ-JMPbGKzUB_N85Lidk7ER4b3f9hOa60WbXgJXirvUNHyJ6DreaMTbKDmXCjtfSKEzaq8peHOtooQxpTWdJt242C7BdysGn7mIwuCVMJLoNIGkfCS-JiEaYTWFfIPKk3E7OsV6ksAdlc36_yOfFsq65FrnanHGb_RyPfZmDpvRZMKcipUOnallJTWIDQTNfh-g0PUeInY6sPO9cFyrgF8glei85UQPhxyiKEC8hYi3KNamulxi80ZhOZE0WKK-goa2AkAVKV5Y4fKj-NfBV0xzG2JgYY1FoVtcFwGtuLjRiAxTdgh7ySRStM8F9Is-iABVbBNxdtSfoKMaLC5Ue-JR2SBo7wqKM-Op4Hi_fwHkggyMKGFtJNT3a6C_LVNjPyHO9CCUcqjhdZ-bdxzTsdQjO_SMeSy0k9LVY6yYuPKRYx8A6MuXzT6iFUqVZtLiWAkuSrmT_hAB9cLHGN-fCfJ07Ar7jdAxBip5Whqlde5y2Ocw_RKYsk4oOZurUcCEQvV7BaMmZv_wp4IxJ0z69_pVhEivb03SmoHxB6nzScOtQiUgMmZoEdMt1_qftN7n4aBoOeqATwe8VwkMyZnCFYhcACML8sxYObslnpu3HhrKn6l99YtkQswoHwR5m1C5JgJ6LtjMzU6ZoocWkcRJfzLTYjYPsTbm5Fx0HkKTEB8RuFiuEhvK_Z1UZiAjveH6xduBnAsG5T0HXIXnBBvSiwhpOr36tzjGmo-apzSyDu2oGUl4KaFLm41Ug5edg1ukTlYipyVYIv31t2yvNDSjFMmE1dAslb11zsGTwAftQnzTiY_FliLo-hpMef0W_k5kK0qlCkpA-PzDlbbKh-j9rukYmWA4WedJcBpsfBeyjgrF9x4f_8uDsozZUXKVYmGvUfufPXnivfCgHI8ReTQx038jzu4lcE_aB54upJx7LOX8puJ2Vf1pxBy_cYUANwJOjUFI2as8eGwztnZmRsfeSqFsrgVEZ_tkQ_p99AkV3G2UzhzHNbS83yr10b54VSZ1YkTV5GHpe6QcQPugV1sLqkp0tRvEXgMUxg-rkxSA&reqid=X295MWvTYb0aMilA&type=CLICK&pos=3
"Áo khoác gió GOKING 2 lớp, form unisex cho nam nữ. Ngoài vải dù, trong lót vải cào cách nhiệt. Hàng Việt Nam chất lượng cao
Đã bán 80",235.000₫,Đã bán 80,-0%,https://tka.tiki.vn/pixel/pixel?data=vAdRoXJym2BWYoJA3WCIuiFHugkTQZPnphyz5lpxpht9AINaz3jnj_Yt9MNxt8tlq2rmnYd1YoIOOrVJayRx-qn1at-nX_a99eIrq3BIIZl1hHlcBILG6hOpWG_g56Q38fychGAmbX9uU952o_KO-XF14_h8gfnjihBHDCCMJyaSzG6euHkpmvsdug3jT1rrQYv_VTCg5oBh6AVZBKL9biA4SW8zDEXPDaqpnaU3c2esrcT_SerrKAwP5bSZ3c3cYkkaOLcvKdyNYzq3yGjX9l6i5j__yl7j1qlXtQItW74pqY66h-acXcGVQnjL0aOcjvcMFwBvBInAoA5zlEg_XTVQSyWvZEuUHVFyuWAdCz-ixgrzinEyISKB0WCnSVURnl-TTez6C0RyeERI0RS5B2meWSX1HMK55VD0IE1I-MuZAziBnp1q_V-qLqxPL5wlfJAZVFxau_FmDtaYTCxSpNd7RsIITYch1_Y1-R3Md88tRdZPscqZRj_VRgJgUphY3yPHKZRgRgJdFOEFS4ArPPNeOmMksBmJ15JLu9lLSWY4m2pp4SDAC0kLxE70Pw99AXe_N_KwZpb0gQGaeEQUfIXwfjTkpINkHmV_REgArqHZyMyVKHT5XgT-bzjpZq1ULj8Ie6JAg0vVhUndHtDGBNUVJ_UoDl_i19UE1Odq2CCm-1VaaeTPKec0LLrca8ZzNwOm6mqYqYSkSUxYBoGdg09m8A79feP4MLI1Sc8mJzS_P0XviUWvAwvzOpkr4OFIOy8XbxsubkNJqjofJW6s6yVN0yTLtf6Uy_YXzHOfliy_lRnkqzRrpopNGgd0N3nVyieCRJu798Jf-fDddpWLAkSa9YiQi5cYfo6Tk7I04CJRK-FmpWE0sV0TcJMXWzWdL2WLZai27kn2-s6k5ag7tpNkupXz3zKAfP_7c7iBVaU5zv4mzMumOaEVyMC0F9QLe1E3ZPKf0nszzY-MYnAPqx77KG8C0FrrK6WPJraFNKQCyM1hXftDuWSFto-Le8Jgl7Be_lwUWpj3uWZCHgsn67pdrEYNzbED1WBx6z9sq2CmLT5Cco6JeYqQ0SePWQ7wut_Ggge0OtUucp5tLEAt-L6_WI1NyOYLNwQICq19FupW4oN676del4yaC5enjWJi7vc1d9uW1dmjzyXEJfMDzP3EojGNobIy&reqid=X295MWvTYb0aMilA&type=CLICK&pos=4
"Áo Len Nữ Kiểu Khoác Cardigan Thời Trang Korea Thu Đông Họa Tiết Hoa Thêu ALNO20 MayHomes
Đã bán 2",189.050₫,Đã bán 2,-5%,https://tka.tiki.vn/pixel/pixel?data=-UFsdXEeJkr6_8awQa73IgA5dvU6WlRPu1FHJQy3XJ_pwNPbPirD89jdnM4aajNBFL5pUGAhfM4xizdsH3sxcNtJGe-Ldy6xoey5y2wCcTAx9wCSTFgwfZWtd-DjoyzG45oAPA4zRSa4-t6m6IETLk4AM8ZBv8R03rnKPM4VrkdFxp1UOP0SVJfi9vxpQw7PbfEev1EsOLuVZZ1MjlALPG2iohXkorItTuS01ZGT6dH2nULIAmTuXzCKzlDJhV29aMl7kVKbI5y4nnN9Yva8jzhnixheXmosWjfLDQbBok5sdvghXPYOQRdmx2j9E-tOcfsmh3ZZYoZKuKYqzDJeQgCKNEIoUKahKzPXodtEE0Fom958RAhWgtcP4RPo_epZq4vk0jxj0KKUFaio5cfKrWCJx9V3obh1jnnMTqR_XOnzKqMu1E_-az3NofU8Q1y8j5XWxDvjGREj0Dr896OvX72Zq2lRNpv4zp3YVhqVAgQyl57bDXlYACJr8eYz2wgvqXM4-RXfhKYdyhE1VxSnnz5McFsJXcSKhryG6F5uUA_BSYb9XnirthzPgViaUEyNnAPixLwKAD6Chj31Ri3o8L9Z0jpmVq1xoloqKsFtO1L8DX11PBdnTcVTkTkAzb4RcXOgdFtXcu5lIXKbUPG6PtRN0CbUgiM_6Dnf-nWaEmezFXip0aOfv4JqKpucgUiiyDxYpzrhciICcqq2oRCkCkFzjsOKAW9QF8YSes5Ut4JswN81CjOv4X1kp2w6tHL_GkhWw3rMpxOYLkpFqGXh6Dv8DQ7bWrumUuyNE9aupCm2KRMqf6MgN2vhncRNZKdrMWg1CcpV0-27Bmfj3qgrgzRARkvlVmJJThBaS4tsMy5lWdPBIGs9Zt2blTOX3Kd2w1bki_TBkByE7E5xCqa0l6SE7Xoshh-YVH04HG0juaJ5W5OA5FHiIoLfjkI1YWViwbcqpUB_w9WFm_yfxEiUZ7DdAhnLoosUqHtCvTE61UaQ8rOYTOpTh99p3iBmsOBAIakvdIp54OQnXX5UUCJFvtJsN2AU3hTBedSLuU-o7tFJxZ5ro_6m6Z5PU5G6TlpiYXTtOijbvJindxV_fG33iJQi2XvCDiNONf8gvyrm9sIJ2p6i-SczFJf-IczxhtPI1CSuBnWKeJ7P1TmOLGOieM9AlgAsu8-uAkRsJPYX8o01lv8YNgAaSgnhily-hzS7xX830A&reqid=X295MWvTYb0aMilA&type=CLICK&pos=5
"Áo Khoác Nữ Cao Cấp Chống Năng Form Lững 2 Sọc
Đã bán 8",150.000₫,Đã bán 8,-0%,https://tiki.vn/ao-khoac-nu-cao-cap-chong-nang-form-lung-2-soc-p87670862.html?spid=87671373
"áo khoác nỉ nữ NÓN 2 LỚP phong cách cực cute THÊU GẤU HOT TREND 2022, áo khoác Nỉ kéo khoá thêu hình gấu 2 nón, Áo Khoác Nỉ Khoá Kéo Hình Gấu Unisex Mặc Ấm, Áo KHOÁC NỈ thêu Gấu CHẤt nỉ cotton dày dặn có lót lông
Đã bán 165",109.000₫,Đã bán 165,-0%,https://tiki.vn/ao-khoac-ni-nu-non-2-lop-phong-cach-cuc-cute-theu-gau-hot-trend-2022-ao-khoac-ni-keo-khoa-theu-hinh-gau-2-non-ao-khoac-ni-khoa-keo-hinh-gau-unisex-mac-am-ao-khoac-ni-theu-gau-chat-ni-cotton-day-dan-co-lot-long-p151898685.html?spid=151898691
"áo sweater, áo hoodie, áo sweater nam, áo sweater nữ, áo sweater nam nữ đều mặc được, áo chui đầu, áo sweater in quả địa cầu
Đã bán 63",89.000₫,Đã bán 63,-0%,https://tiki.vn/ao-sweater-ao-hoodie-ao-sweater-nam-ao-sweater-nu-ao-sweater-nam-nu-deu-mac-duoc-ao-chui-dau-ao-sweater-in-qua-dia-cau-p76257707.html?spid=76257709
"( HÀNG SẴN) Áo Khoác Phao Nữ Dáng Ngắn Trung Niên Cho Mẹ AK134 - Hàng Quảng Châu Cao Cấp
Đã bán 15",325.000₫,Đã bán 15,-0%,https://tiki.vn/hang-san-ao-khoac-phao-nu-dang-ngan-trung-nien-cho-me-ak134-hang-quang-chau-cao-cap-p86880952.html?spid=86881043
"Hàng Sẵn_ Áo gile len nữ phiên bản Hàn dáng rộng Hadu shop
Đã bán 7",159.000₫,Đã bán 7,-0%,https://tiki.vn/hang-san_-ao-gile-len-nu-phien-ban-han-dang-rong-hadu-shop-p196350219.html?spid=196350225
