name_product,price_product,sold_product,discount_product,link_product
"Bò hầm cốt củ quả Truefood hộp 300g - BHCCQ
Đã bán 4",55.000₫,Đã bán 4,-0%,https://tka.tiki.vn/pixel/pixel?data=-Zww1_-4zT13vdgi8Mbp4o4kQdbMSn6T-Zp8RwNvheyd_vUPcvdUCAWmqeyGpDknpANDtauO6vgUax_a4VM_5QIpBssFoRoMZqopGqMDJVVe8SpbcWQBqtyvZ1_AX_Cw1AWRgl3RGgjbXpVttw3DKMkK11eV-WvFPGZ3sESJVDVyeIyNPQAUPFkAaIkhYQ-AMJH13fB1f8TRMUJBUYyI-gdEqPgnZmaZZ0_ov0x-oqzGYmP0IBxk4USAUFx-keryoemNeG9aQYhhJpXoRCvLU-cTmG9DbLtcLEdlCHMT8km-MIfCrQNaKm3cR1tef86mQyQ5WpTqiavQ8ymrN0MIi_v8qkaTDS76liqQ-Z1ew09rH75dBJea7c5IM8dAcAgBMYwy3rUoLLwDcXOfniNqV5KEZ_QSek7AdSgsJFDAO3FDv5NJ2nDGSYNUKxWWYuVbEjPxqg9MXnR1-5aiPSI5zgHZSP1cZVnv0Ww6NiLrJdeP_RD4m9HKWWIOB8U-7tWkQ47V33KY93Dw4e85jMd19wirSTgzm3H_yUIWRmQD4f55rFK-ALIghEBO9ojO88i_6yE0CTcSzPWoKfoiGq3mGZOR0oM4581LHDrvfoGQK5lkJwD91cjHWGFpUm4zTY1iBd_PZKB1TRmhjJPUH6Ym7pkCK5CsSNvHNPK3qIaHIoEUJ6mjLU3eBVlx8-nKOG7AdpOVdmq5SRxZ0pyoKJUpsSTm0NLDavJ3b1d0urdyNnN8AT6Q7vG1QfkvuFtM5Fd8CwLwf_bi7rtvNVtasiAL6BZYYRea4qhqXNOeeIeP0n3CnacJkpYaLvg7RiNG0Lb8k_91CBzfk-MHJTso4j8QiMsM5fsVazuCGnQhmsBUiY87awVyVQRvUaa_RdRFESYXAFRpcmKFMS051fRwqLSs7Ch4o9jV6hSd650T2gNLNieqKzt_BAg_iAvCYb7SRNJtvPPTQEJeMWANqgHLep8Je7qCg8F6KGPHJH4TXXEu6vvxozUnJnUDIvpsLzg1aOKMbl606YqF0ZqPQflzdu3uZbSqJfg8uLDB-hptCkwVktAAdUOUH8Qr8957aM2CVj_Swy5T3cGFfdy-sT_CHxQ9u6zU0Tk3IQ8AKQDwXyFn7VbYSzEz-pvCL2JhagYaiy5siYEM77SQ&reqid=ssSD0mXqaHxhtDBP&type=CLICK&pos=1
"Sốt chấm đa năng chua ngọt Truefood túi 300g - SCDN
Đã bán 2",50.000₫,Đã bán 2,-0%,https://tka.tiki.vn/pixel/pixel?data=jRL3IiegdCRy8rx0e-LOCh7cwRd5PClKO5FXtVWtFDlX4_3ACXJn4ZZS6ebhdq_cTbYX7qg0z7MNAYlq7OZ63kRn1v-pfbNdkeGDD9vpac8XbcccRVCt8QKiWoMjmKCIXcK0SMQ9htIjEHpLeLjf67HWDu3iUAjY_2jqkyubUK00vXkHPe6rXvY8E01nltmEokxA3sSN9-4fGVpOAds_U4cnAqblsdWbbYLyEbkaRRUpg3LNBr_z-r_bvDu-VZ2hMcTxhcH7_4TnO3PHeA75Wrbv8dZ2WLbvwtOmnaeV-tc5uEjF-hfsnK4vemuvIPrmxXH4KdWeTRUHh-f4pVFJlXo_IL7pKIIP2Zt-0lsF928JWbO5p3SwHr0aF-VAGMY90VkguLuC0fCyBsxFwhllvlqwwZJU0GW-l7fxOCqnTl2p7r-7TduV9SX_q9PlotmT3s1SCpLbQFX0wO5e54r60cphSaA7zDYe-uoJ_hIscosuXUvVzMKS-mVm-sQhJRs4BkPz7sk-YJ_3GpX2AB7MC3Pr7lSM9G0fvouOn1YaBQWivGmgb9b_QmwBeESw2TlDZJ2mXQgBOheF6qeDuddCT4t3rfucDrPwzoU-kxtbaN-642bSvdh8SOjPVF0ulQSr-dCMU_0Vg5K3VuziDn1sO6bqa0Atdxt2uiki0yR-4nAMYRcMf0JX3ldYtJhChfVv1rLlhuLp4hkGzCZaVqaPyBPUc2Nfwh0iBYZqO6VbF1M5Kf3I9GmSFovMHmKcJ3m2Mn_LO0nk0t0bBgyWhm6ZBOrFN53E4tmYnbxNARvKQ4U5l295ip4MQmFyHEPmsFXF6B-KUpkuYQBp_JUrO1Vt1_xcKATTODfQx8XiYkpasjLoqLb93guN11nNF9KvMQI1DCXOEa7MxPkYsublA-7qQx4QKckJApVcL_kckaRc14z2lL7x75IE4EbQ3_bxflc_2B50D6VTZ_bAYD3B6ujAm2EktgE4CJCV6wHJXMSCMKoq0eimhs6ggJmpg5HcIRF455VDjlVZpa2sXMqwySUYx5YWQnB04CdVajyiTYRRyYsYq6XPhdYu08-8zxUr0cTOwQZs1_9NsPuIUYvn1M7LnefxhwYAENyCixDZiius5uJa8VkQGRS_qM9iNJtHXjz2THE-fOxnHcN7Vn98M7oIzw&reqid=ssSD0mXqaHxhtDBP&type=CLICK&pos=2
"Combo Delicious - Mua 1 tặng 1 Đồng Giá 69k - Mua Ức Gà, Tặng Gà Chiên Giòn
Đã bán 20",126.000₫,Đã bán 20,-0%,https://tiki.vn/combo-delicious-mua-1-tang-1-dong-gia-69k-mua-uc-ga-tang-ga-chien-gion-p191424880.html?spid=191424884&i=297874
"CP Gà Nugget Vòng Chiên Giòn 300g
Đã bán 14",45.000₫,Đã bán 14,-0%,https://tiki.vn/cp-ga-nugget-vong-chien-gion-300g-p189896978.html?spid=189896979&i=264918
"Đặc Sản Nha Trang - Me Ngào Đường Muối Ớt Hộp Seavy 500G
Đã bán 20",78.000₫,Đã bán 20,-3%,https://tiki.vn/me-ngao-duong-muoi-ot-hop-500-gram-p195645250.html?spid=195645251&i=242647
"Fresh Natto (Gold) - Đậu nành lên men
Đã bán 50",15.000₫,Đã bán 50,-0%,https://tiki.vn/fresh-natto-gold-da-u-na-nh-len-men-p167468284.html?spid=167468285&i=247685
"[ Chỉ giao HN] - Cánh gà chiên giòn 400gr
Đã bán 6",74.500₫,Đã bán 6,-0%,https://tiki.vn/chi-giao-hn-canh-ga-chien-gion-400gr-p190605428.html?spid=190605429&i=264918
"[Combo 10 lọ] Nước yến sào Khánh Hòa Sanest dành cho người cao tuổi đóng lọ 70ml
Đã bán 3",335.000₫,Đã bán 3,-0%,https://tiki.vn/combo-10-lo-nuoc-yen-sao-khanh-hoa-sanest-danh-cho-nguoi-cao-tuoi-dong-lo-70ml-p169074962.html?spid=169074967&i=256847
[Combo 10 lọ] Nước Yến sào Khánh Hòa Sanest đóng lọ 70ml,335.000₫,,-0%,https://tiki.vn/combo-10-lo-nuoc-yen-sao-khanh-hoa-sanest-dong-lo-70ml-p169077708.html?spid=169077714&i=256847
"[Combo 20 lọ] Nước Yến sào Sanvinest Khánh Hòa đóng lọ 70ml
Đã bán 1",663.000₫,Đã bán 1,-0%,https://tiki.vn/combo-20-lo-nuoc-yen-sao-sanvinest-khanh-hoa-dong-lo-70ml-p169077579.html?spid=169077584&i=256847
