name_product,price_product,sold_product,discount_product,link_product
"quai đeo túi xách dạng dây da và xích kim loại túi cnk 110cm
Đã bán 216",90.000₫,Đã bán 216,-0%,https://tiki.vn/quai-deo-tui-xach-dang-day-da-va-xich-kim-loai-dai-110cm-p45871746.html?spid=45871750
"Khóa bảo mật TigerNu dành cho balo, túi xách an toàn chắc chắn PK01
Đã bán 8",144.000₫,Đã bán 8,-20%,https://tiki.vn/khoa-bao-mat-tigernu-danh-cho-balo-tui-xach-an-toan-chac-chan-p140208804.html?spid=140208805
"Ví cầm tay thời trang đa năng YUUMY YMK2 nhiều màu
Đã bán 820",17.000₫,Đã bán 820,-66%,https://tiki.vn/vi-cam-tay-thoi-trang-da-nang-yuumy-ymk2-nhieu-mau-p68349508.html?spid=68349514
"dây da phối xích, dây xích kim loại đeo vai túi xách quai túi
Đã bán 42",80.000₫,Đã bán 42,-0%,https://tiki.vn/day-da-phoi-xich-day-xich-kim-loai-deo-vai-tui-xach-quai-tui-p72468203.html?spid=125471779
"Dây đeo túi xách kiểu xích tròn 10mm bằng inox sáng bóng vĩnh viễn không đen, không gỉ, hợp thời trang
Đã bán 2",119.000₫,Đã bán 2,-0%,https://tiki.vn/day-deo-tui-xach-kieu-xich-tron-10mm-bang-inox-sang-bong-vinh-vien-khong-den-khong-gi-hop-thoi-trang-p111035301.html?spid=111035303
"Bộ 20 Nút Hít Túi Xách Loại 14x3mm Màu Bạc Lực Hít Mạnh
Đã bán 8",99.000₫,Đã bán 8,-0%,https://tiki.vn/bo-20-nut-hit-tui-xach-loai-14x3mm-mau-bac-luc-hit-manh-p92083889.html?spid=92083890
"Dây xích túi xách phụ kiện dây đeo chéo túi xách
Đã bán 5",28.000₫,Đã bán 5,-0%,https://tiki.vn/day-xich-tui-xach-phu-kien-day-deo-cheo-tui-xach-p211946959.html?spid=211946961
"Dây Túi đeo chéo da pu, dây đeo vai có thể điều chỉnh có thể điều chỉnh
Đã bán 15",100.000₫,Đã bán 15,-0%,https://tiki.vn/day-tui-deo-cheo-da-pu-day-deo-vai-co-the-dieu-chinh-co-the-dieu-chinh-p79228194.html?spid=79228196
"XI SÁP GOLDCARE - GC5003
Đã bán 1",55.000₫,Đã bán 1,-0%,https://tiki.vn/xi-sap-goldcare-gc5003-p248991490.html?spid=248991550
XI MÚT ĐÁNH BÓNG GOLDCARE,70.000₫,,-0%,https://tiki.vn/xi-mut-danh-bong-goldcare-p248991514.html?spid=248991601
"Túi đựng tiền, túi thời trang phong cách Châu Âu mã 6077",229.000₫,,-15%,https://tiki.vn/tui-dung-tien-tui-thoi-trang-phong-cach-chau-au-ma-6077-p193007974.html?spid=193418541
Marhen.J - Túi mini nữ hình trụ tròn Linda MJ21BLINDA-KH,499.000₫,,-0%,https://tiki.vn/marhen-j-tui-mini-nu-hinh-tru-tron-linda-mj21blinda-kh-p191309586.html?spid=191309587
Dây kéo YKK Thái 1 chiều răng 5 (chưa kèm đầu khóa),52.000₫,,-0%,https://tiki.vn/day-keo-ykk-thai-1-chieu-rang-5-chua-kem-dau-khoa-p248990230.html?spid=248990252
"Móc Khoá Móc Cặp Hình Mèo Đeo Khăn Nhiều Màu
Đã bán 2",69.000₫,Đã bán 2,-0%,https://tiki.vn/moc-khoa-moc-cap-hinh-meo-deo-khan-nhieu-mau-p194790827.html?spid=194790831
"Dây đeo túi xách inox kiểu bông dừa xoắn 6mm sáng bóng siêu đẹp, không đen, hợp thời trang
Đã bán 5",99.000₫,Đã bán 5,-0%,https://tiki.vn/day-deo-tui-xach-inox-kieu-bong-dua-xoan-6mm-sang-bong-sieu-dep-khong-den-hop-thoi-trang-p111037173.html?spid=111037509
"Túi Nhung Dây Rút Loại To Nhiều Size Đựng Phụ Kiện Điện Thoại Bài Tarot Oracle Lenormand Mang Đi Tiện Lợi
Đã bán 11",15.000₫,Đã bán 11,-0%,https://tiki.vn/tui-nhung-day-rut-loai-to-nhieu-size-dung-phu-kien-dien-thoai-bai-tarot-oracle-lenormand-mang-di-tien-loi-p193151551.html?spid=193151553
"Cây kẹp tiền
Đã bán 2",42.000₫,Đã bán 2,-0%,https://tiki.vn/cay-kep-tien-p248990495.html?spid=248990511
