name_product,price_product,sold_product,discount_product,link_product
"Xe đạp Thống Nhất thể thao M26-01 - Hàng chính hãng
Đã bán 41",3.549.000₫,Đã bán 41,-0%,https://tka.tiki.vn/pixel/pixel?data=brRzHxUs3b53U4eAxsi7Xa-jnuyf-z7-aUUpr6ITpTSYUX43hO_XZgAPhL2fcELygCTeg-LlxX7spkY1JHKWUNWXRfvMSWo4hI9azTO4alkqhTMghBYd1999qtrmhOdF-VSkwOuFtowY41olZ5x-z_VMr5lIXaMXEZ0MbvpYIeBk_3wvZpCqlj_if4GNB8RLfT6seyLX0x5gNTdvgwUzgi4NjJdhb67iUIlVF3dMujIlhyxZfU2TRiO0N1zUfOACUEMAa4lt6g7dGSUgP_CnUMLAjPx3hI82XrRXzEMsNzyjf0Mrl-YJOwbhsCNK6sDs_mBv7tVHu1-l8pgdaOedJ3DgrMACEiPOz3VCvsVV6t7n8iV1iIKZnEZPIvaHJIMbBpPk-5z000wwxMA7XRQU5GImKivhZOAwrzHVIDQjJJ4b_X_uclLBTyBP8Nb0HAUpAGy7H4VEKh5b5yH3r-gbyHQImpkpOlUrfUNxAPTkbV6-iliexG07hOHHABWOhQS4-a72U_yB5KBTLO-9m_ZYlJ1W0SKjUJtGV7oetxRXsK0P33030ZisDiEc6ejOVxGZl0rlU3X0NPPMy5dA-LdiHhN4wtItHb6Rt5DoFzB6pJ8rJQmdNKIcRTW0JHJ_SuOZWQOP4ClDuy1K_8tsmYxhWYYk9_acMbGL6DZxQs0GWQkuWh27OP1rdLpbeiASvzxVU85bsHPwIB5nX8dR_-moBYqKeTkrDujIAUpv1wFCLA7_nlBkDoJYYaniK94CRjcO-dSk3zAsMbPSRjjXuS1-qCvemaBzRPrB7vV_DNtkpLz-z_H6TK8NM-6FEfg9XrNFVmWkFcuDEi47yim64_VzpO_J7mxJgXeCt9Q3pZ56_JIaJ9-ihvYn-vRhkqM9O7dcps-OEG2PQZP8Yk5AXU5BLJtu-ebDX6jwHUMuwL5ugvNwDM0WmpDXgAm-OAZC8Mmg3GRzBqgpfFmwaqhdxaOFSJoeGciWSWEAovkgm0y7rirM7WrP4RV_97RlK8Q3TT0gW968nu5439gQRlGsa0m_YikBtCuCYbqbnXJ8A5snsRnWKbmLBMl9AVPRclSyb8yeOroFz1G8QcWlgO6yVaB8deB1kK30HXvETrHPRrCEnPQoc2T_7HodX0ESTlNtxrz5Lt_BuRUDtl9N6EYsERpIMqQC4MKA2MaTOkY&reqid=Z4Vfko0Q58vwDCT2&type=CLICK&pos=1
"Xe đạp Thống Nhất thể thao GN06-26 2.0 Pro có đề - Hàng chính hãng (Phù hợp với người cao từ 1m45 trở lên)
Đã bán 3",3.490.000₫,Đã bán 3,-0%,https://tka.tiki.vn/pixel/pixel?data=HVKpDTK18TLq4q_4wofysPXxSpBvTc9tprwaVtiXdIe0vpdEaGkHz9OnLamAtczyTtH6_G2_k5vmCogaTLgbF0BPgx8PVDX2RFzVIUm1eLfR-QNkRFVCUW0iNXlJGFVDpDXcXY8hs4P8i2Fbc0Rs61bXvydtanlKV9HAciNgpeQ0cbCssSfvNm6vbEjtu6RUzNdxfyda1VxB_8bWW-NyXq8TFAyv5qLj-egWUu8GYm0uUcdo0kDq6sWE5zObP853da-ue3GBnM6W7HI6oOUUMj2cCgPCBsr3Q_qLTi4_hvqFNLoSC1dlpKXAxUfl_antHkYa22mu14BKpIVSUYVzZ8dL3xDaly2YPVkcHTCtU9fixEJAIlj6NuTEhHzZigxtecdprDn7DIE9bz-h4Aw5rMHWCzZHFFY1fRijfEDgd1fBKpdTe2USh0HNGo-H28qxBW7HLTmvFK9mLsdgyDFCAn_vPMR3E-hhFHYuVk4J4YUWZkGeBmEnTrCud8QKe8XvVO2rJkIxwiUVnX0Paygzg2prbOeYHPtXLjzXQ6A1A6L0TGiSSvCOtGU2FyM0vXFw5ff3LnMqQyG3ILwS1soiLUhhfxJxmB6b0iMyiDHQfcjftg2oRksOejhQOSOcLT3NdLWGH06XS_b6PxGAeRGcXLfixfpes5o1Mw0XHEKy2BIbd81tL8L9eLSbhW7s-D3uMRqR5umLOMwtNPwG0W_mMSv2XJHA6gV78DMNswbLNmaYF6DMjfDUP3udCMhU84fEkS98d3scnqc8f4bvAaJ7PU2dYeJBobHlVb8x-a_98FS8sRfYeklQfObh93ihk6v4gRgxHstk6zkhYmUE311BbTnmnFgDXGJZz4gPpaeac2rduBLyI3tB5_OpoDOgsp9zEfsDvRb8XmUAfpD-9jH3fI7d1oQum1xB4AihIeztH_9nMxsF71Kv454MBIpXPx3TivO5KhlQc-e94DbV1rniAGTiamaD6dPOOEzPTCL0DSuHgmh5ov0UT1vunNvqVEawgZxaOej3mQGzNgd9PyjiWDwCdeQ3HaPHuSj5zVNXlX075ppL2Px3uNzdyC1pUVhsyfOcFfLbEJXu-vU3__INdnRKfH7g75i9URib1hf-7NEHmp7F5JuTseaSm5vknPJD9JMJm-SU9ieCEyqtJ569fFEnpkOTzlZP7m86F09wnHxMXrUIXA&reqid=Z4Vfko0Q58vwDCT2&type=CLICK&pos=2
"Xe Đạp Touring Đường Phố CATANI 700C TR3.0 Mẫu 2024
Đã bán 1",3.780.000₫,Đã bán 1,-0%,https://tka.tiki.vn/pixel/pixel?data=Da6fAuztYxSAdIa9bVR3Lc2o5UYbLVpZnhwRohopNbueEoPSV5IeWP-3k33fZUIhmkTo50cYVpJz0EvKvdhBUf5Qet0tSc9WUoQD0EZO2EYptROdQt6O5r9fzr5GDtyKW_ofyVJYFBS1KCpypsNi6JTVxZzF6hBTnoKIkfN7gY5yUQTaWxtvruq57XqibuQOGOU_040gGpvT_jDG4vpOs4kVaOwXrP-KZxLoBvzJKL9GjdLaUTQBZBj3vkasNuBTWNa1A0NuE-MRNuf-2PlkBPoUMVwmY8rtrnqDxQgwrJu1TyRey__n6gsVt-qw6VGKCpPTUEQS40iTVIBxoDGiZMZlkQyic5atcdTjbiEYU879gSQXtNaTn2RZA-PaUqst0wolj-MCDjsTAY0r3uXbcWsl5cD9kaBYUTtVHGuHyRUNDwXS6x9Ydm3ftmuOmyjF8qqmM97rBxyNAkyU0D9lrWHzSRcHy-ebaf9rs9OXoPpw6ItSUSUhXrYoqT_bLRQE8ezzNIVIZBMNXuUgqj8Tpv-nq6vVA5gW1qZitIl-XMtqwVFHLS8FpEBGa8nCWiPEsLIb6Ci5pOQ7B_xmAFS0Wf2_5wfUXZcoOY7V6rjad9AijuMMIukjnruDLv3qP3w74P7ZodBsVb5hqEh7ffmoAujv37skzJ6JCW62ydnWqwOLjaOl1nDU7FCQvGdxo3Va_hIiXVR-jC0gK97y87V4kacl9nEZpvP-ouF84HVPUohutm3sitvSUpcAF_Q2mVelnx4bMQSQ_M2fnzvMIjK2ptmsK8zpBAX4ICF9k7hFkxmumEgXQKn8EE3paanjrbYsbR2da52mwpxNIKFmywgzBYC-_D9UeD5P1w9TcQhwHjJqSBkfwgxDiW-HrCjOXLlyPUI3cnn-xyrgxGLppa9guehbiiAp2UmNMcnEd7vdOdgS8c16k_5WkPc-MqCTh3wjVYGrr-kCmtT6vPffF5MfriGm5w0Rwnje5KsZFe9rLqTN1Q1YaIvWm6Wu7Ypy5KwLMvTuiP_V7Fd3ZF7bDQBr5lv-_JPtiNhNKCIqSnNdhOWEnoX1klo2JQBEAMz64CHuiXEA4Aj8hfDnZfZVai1HRrGT9UvUpSrb2Vn0MUlRdRiNQlOsRncQQN6wJbLlRd3oC58&reqid=Z4Vfko0Q58vwDCT2&type=CLICK&pos=3
"Xe đạp thể thao Arubic cỡ 26, Phù hợp với người cao 1m40 trở lên
Đã bán 6",1.850.000₫,Đã bán 6,-0%,https://tka.tiki.vn/pixel/pixel?data=BBPAFUdYbf8I-JGRufOP1FgTcLiFY4L8oBGCifHkM63xIR7HU5BqBBSnwS25V5jwrZMLjYFiF-Dxz7zALVYgmJnRpTjGzdARX_N4gynRyqufepDiXxN3zWWdQbqmRo8zSXl2SgJYN2HOKmDn1C1FlGdhDB41ZwKK3G38yRE-DHzex9hrYJFrIVrwRJ3qI7Sqh7LDulcKKkgzdGLDsgKmRW38BZW1P0-RZLOnoXwkQxMuZLfnsEPyptYmPlYH0gvoEMZE3dPC_IJP79zOd_7SeG1AWo5vnK-OwJfY3iFx8tAXn3l0qt7Y-7X_QaHyOlC3YOU_3XAYyu-s-ExsxdF4n8zhjjytafi1YikFJUzVw0LkBmiSNNSveO4dDhAEe3EML1xdcKlCIpm95ggcPD6xi4MogzIlG_kjsCa6dXau8nQcSF3CTViat5UMzRjIkoFEUndRixBI-W01tUX02XXh8Vqe6_q1of9YbfgUkwlsFIsQHe5i-o1ioR22QNls-A8SKBX7rrPIKTE6TxSLVUsVt11uLn-4ZPp6f66ASDtLINLPNhUHXjVAlA4OHiyQFMaeg97f0FF5ulBKom45sSEW64WH7PCJSPaFQpD4eESDZfYk1_tq_KrUrvFJQhV5DrVxkZ5EF_sWTxWWPJ3NOrsQtKei2tpHbIbfBUuDXv9NHxRK3v-9ePSV0Vv4WCPZSheRxdTkogjLh3K6Jy6mMyDgWFCTwKrLh8Pt9Nv06zcftcnNZg4_mlmzEFaLKApdzwCimnHticZIBS3gfhShiM4cZ09RurSMO6x8s43q9cPZkVDw61thHxLm5zrxdci_68c6YONRpIJrta0SBtiRWfzV1Unw1Bq8HOzg6akUFkM6sUfSe4Qywepc23h_VjW4vSqiO5yxn1CYOryVDNbq9wBJkocXTovVUHA0j9_mumByNmeu4H5668puODKtjUXJ2tWBmIwDY_J-jr7AESYm4peeeMeM60j0sOJELPkOjRENXAfJH7kU8Ot0iM8_dJxFACk-jQxpFn26LP28LGGwEDVEeCcul_ETfmLnLvBVr1Ss-4uU2Urbj6m1cDZutiyxmfKnHQMp6psg37BKqeKcQ8i0zNd05BzSvv9CcLEnnjqkWGuOaCH00srcUHqGLtfT_QPv0ihCyTblqmINLTMzY5Qlc09uAnBlZlSZOxZvjOYiYvrQYXQ00hNdaapbzJNdvtmj_83daiCAnh8&reqid=Z4Vfko0Q58vwDCT2&type=CLICK&pos=4
"Xe đạp Thống Nhất GN06-26 - Hàng chính hãng
Đã bán 30",2.190.000₫,Đã bán 30,-0%,https://tiki.vn/xe-dap-thong-nhat-gn06-26-hang-chinh-hang-p117221161.html?spid=117221165
"Xe đạp gấp gọn thay đổi tốc độ khung siêu nhẹ 14inch, xe đạp thể thao dành cho mọi lứa tuổi nhiều chế độ đạp, phanh đĩa cơ tăng tính an toàn cao
Đã bán 31",1.699.000₫,Đã bán 31,-0%,https://tiki.vn/xe-dap-gap-gon-thay-doi-toc-do-khung-carbon-sieu-nhe-14inch-16inch-full-2-dia-p199058895.html?spid=199250985
"Xe đạp đua GIANT OCR 5300 2019
Đã bán 1",15.900.000₫,Đã bán 1,-0%,https://tiki.vn/xe-dap-dua-giant-ocr-5300-2019-p178787797.html?spid=178787799
"XE ĐẠP TRẺ EM ROYALBABY SHUTTLE 18
Đã bán 7",3.990.000₫,Đã bán 7,-0%,https://tiki.vn/xe-dap-tre-em-royalbaby-shuttle-18-p137854794.html?spid=137854806
"XE ĐẠP TRẺ EM ĐỊA HÌNH CỠ 20/22/24INCH dành cho 7 - 15 TUỔI có đề + Tặng kèm giỏ xe, gácbaga, túi, bình nước
Đã bán 23",1.099.000₫,Đã bán 23,-0%,https://tiki.vn/xe-dap-tre-em-dia-hinh-co-20-22-24inch-danh-cho-7-15-tuoi-co-de-tang-kem-gio-xe-gacbaga-tui-binh-nuoc-p270539232.html?spid=270539234
"Xe Đạp Thể Thao Trẻ Em Raptor Plus 20 - Bánh 20 inch (cho trẻ 6-10 Tuổi/ Cao 120-140Cm)
Đã bán 1",3.680.000₫,Đã bán 1,-20%,https://tiki.vn/xe-dap-tre-em-thang-bang-goro-bikes-raptor-plus-20-banh-20-inch-6-10-tuoi-cao-120-140cm-p270113427.html?spid=270113429
