name_product,price_product,sold_product,discount_product,link_product
"Bộ Máy Retro Gamestick M8 64G 2 tay cầm kết nối HDMI cho màn hình Tivi máy tính máy chiếu
Đã bán 115",490.000₫,Đã bán 115,-0%,https://tka.tiki.vn/pixel/pixel?data=lC5st1YXEEm879XfN0Vk-3IULBbYlw_TzpUXK1v4Vvc1AY1OKm8Kx8K6_52hF6Muk_fFkZQaJkUtJGb3sjhYtFfT9UM183O33Ek6qadAv_go1jcbVrdLoG2S0rccKV5mhlDICHzeNT-jVd-wbAHXum00vPI-5mJlD-sQgiVu6IEicdeKDdhiu_l1I476EcE2JI-5IjfUVmUKHgomtz172sbb8PdZI2spOnVyj-RTJeAs0hvSrNOpVHadL_rV6Iq8c_gA4Qql2hLpRzfkHpUgxzHCkgfY_RNiy52js4qVpi_ZrQzo93ziaIozX_QMX8xZCR_-jxpE_pTnMRz4MYscACDYAorJI5jXeywtMobG0UVG_-3NtnwKqGvtItHWW27R4A7lBiNou4unIFqhgHFYzdLCufO8QZp-J7x5S2IXnWPTUhL7eGTxzuVvdT66jMHYMY6hEMkrBcLwoOK5pvLgN_0tTVfQNfno4XIrPMzx0vuQInXaSrT-EOsKU41Hgb3FJcY233YqzNpOxFD8lm-FmC1XVyqn8F2vDg1mtzMFayESDcD0Hkdr7cbco8yVb1XGbRu9RFomAsY61TswhBa4AJT7SSzIlwTPeZzxx5iu6vPngFCUq7nUqXVVzk-hcgb8_EzTUkfihAyC2EMSaT1zoLXyUfdsthmir8PP1HKPPV4ZnlZ68Sscoj2pvHJSrqfL8OKPDo0f48SUpdBbWADpdRsqDbLz_oPSjZkEV9OZTyYB7SS5HQaqOWHBzZTX7NnBKC6fftKe8kmd2-BZPsIp0SQa0OYyk6C7PNGGxgOXOyefkUlZOMZOYMATp-Hxb_hToZcqgRZVTyE4BhZwqNUsyjNf7daEb2AIq4cbzUXVmggQYgWlgcxrn4ay-KcRDF5CU-0LJyXbhr56ZY5zU5qw7-mD7lh6BkNb564EK--dWN8iBmO-uOrm_QOZXHw0vj4XrrlUE2cfeidc-TY_hNGWbxJHcmhPdrG5i7jQDWBqjwL4IvlXYogaSurI28Pnyyv5ssSmvLVDq-xep31Bm7_snF0MmavDsWEr1_B9hM1DwxYc1o5-sCOnkHWXGb6WhAU-QyCKzyTS7uxjgmjAoNwB_rd8tFoSQc2nf9S5mLSRgJDj3J-xUB5fpShWNUycVJXBOlb2WejrKV8AgmF77qBf8cU0TzsXlT3DPuldl0AvQprRGCs&reqid=j0htemQQSblNobb7&type=CLICK&pos=1
"Bộ chuyển đổi bàn phím và chuột Vinetteam MK12 bluetooth 5.1 có ghìm tâm AI chơi game PUBG, FF, LIÊN QUÂN dùng cho điện thoại Android, IOS hỗ trợ cả chipset mediateck - hàng chính hãng",237.500₫,,-5%,https://tka.tiki.vn/pixel/pixel?data=j44aZ38KoDyIlktsptGUgc5sgbxH5i2nfFg_sSBlS6gfGNLz2pjbBYmYObfxxMuA8-wG08sr8lI6sjvhpgV50uJFiAKwQFG9eMpr3q-lQJlDVvQ3xeO3vajYBRcdqfx5FySoyEphAfKdQTT1Gju7rkcPlHEjjXBFJXzoG9LMK8k4_M3MgsAxe775jkhhTzhjPvsr7rp-2mU7qqZ7qRYA9BuAH2FN-MuPnD8F1It9IGwa_CSMvX9o1b2B6vtjjdjQ9OIu29oISvDMHEgdBqz1OKHOzXGIvZiqVYkgbOvFGLoDZoV5XgDcteSRBd1WPLuHUm_UtoWqmiylMblCzIuS1NyeyfNZ1nlR2phL2B9OPa9w10oqJmcZoLzlxVXIUc3QOqj1q6h8fCJEBGbU5-6mPG55FDi5i6_f9dZWRF0My9T1kRTVGMIi7621HLvdHKsOzBh5tQbYRrxOwokk5nyybF5c3p2JErP-xvMqpg9mSYe6iZ4KyuCvlTe7MMtyaK16Y1gpiNJ_kN2i80GD1h2yowsgVGkG7xQIp0Ss6wOALBZOt2NxakQfsaXXKIsJz02kVtszJq6ETjh4PeERcy2laiONIe1dhLwh2y81GIUFFAtOcbBDizLg7NHJ5nP_OGC2QKu1zi7CFUoZRmlTh7BB7I3XpRaJrNA79oj1_FBXu7UcUT4g2xUDSrIRJuvcC6wgdWA_3MtYG0-Vuuajq_u6OvfgaYwmzfsY_6CI7d1tnwU739pdvnc6E56xo0kdrvRaSAsZCTBYQvsLF7vU9T28wd5-Pd5gamwdy7an5A3r1-BLA4Ba1R2u1RJfhoSI5TlmO6pqwUaGkzKRG160fddIrKFH4xprEqVjn9U2_0_RYSZnuXI_7dVnl8uKDN90Bb4dkPjHxwdPWw9kebEvA9MR9o13qoU7bHgO6DUncWLoHTzBNl2t_-3fcZO96rAC113TCHwXYXbb8CmovnL-iT-iti8eLHqPbKzTwYlcCZvMOs8LdCzckGZbKNNT4jm8x9qaYA6TZ5gSJid51yoBb1UpUNI_2LAaE2xM9IfIuipsBv0y_XoDoHoUJvHaaxQ9ueAmDh6kvwtjhIA6WH6RG5cw0QEot-7jK2Qovc4tQcOXTM3jeWcu0O1s9f03RO_htzjY442DpMqxEaoRshyCCvu-_x40CJdFukn7e0jqbPXpybdh1zWkIJXyRizRtyxbq5MVCrgPo3fre8YlsB6bo8f1dVc5vVeRVQ9lNsf9aoLwGRU7z9fDjXsAzSejBWY1P0C_OyTnqHzfB9kwIa7dLLTYJAZHMKjGyxiLGt0LIsH6XJhFXI8&reqid=j0htemQQSblNobb7&type=CLICK&pos=2
"Gamepad Tay Game Không dây Bluetooth P4 cho máy tính điện thoại Laptop
Đã bán 5",275.500₫,Đã bán 5,-5%,https://tka.tiki.vn/pixel/pixel?data=L-mWf2TXvbKiAWjY_OAaubxdELRFqbbhhHiPl20fEv6VPcIHwqVY9VU7M8uoaQx4EdE4NWw64Zf77msy65vxHmfDELgoOMGFrgGW63149wfZU02tW2pmwgTWRqiDn8Q2r3Sew7bpeiL62sJwB78HTJOoTjSnalqgd8x3hJKlHDBRGUAiXYeVJRQ1J3Jw-SD1rWYTs1BZUhdz__4Ctv8AEtDn1YeXbUCYZqQ3O7C3StvkVYvcCiX9gpFGKwd0A3qf-2V6EsR49vEmu6wQRMsjer1hWzqpLruSWp9ITOs0BoYtqCS8UcSCpPfdV-zj7UEWtclNM2SCKGZWzyngAanBAD_p4XygubheKGfXTBZ_fyrdwu_XmG_BCtRdKEYjQm6bPl-D7qZvStO8IQ1VKAeFf7agjTUliifAgdzKm4iKkBrGwzs8hf0nT06sjqnR-H1PWurOgwINH3o87QRbworwLk748811a8YTbP96NWYK69RDPM9Mt4v3kbjyqBTmNhaG_rzLBwOz58MNkGbQcMr_lRoWYMW6dqMIl7SPoPu8-jFCniY377O9O9UfuZD-hH3ydRhh4fvy8CbPYTWUi6hMacCxaGTMUqp0NedVoHYmpW67EK43S5d4jwzij-85uWVZttIw4ij-TV15xBINnpmxxEwVkmuIoiRlJNDlmUjMA7D6DjIBv7xJOICkEF58u2HkPPDxvCH6m1nkfTjiJ5EgMauUG4lPiEIfhSH80bGsU1oCqJHprYbzt9MRrsC7_P-ThxR4msAPH5LwSDBM6QtwerF14OAM8NxeYafqZyGL4A3gRjPH74F6CiOQFJzSrFv-YA7AHWmG0UCDJAcrfcFZkmEyKVFsGDY7NA9tfAV16A0S7BQ7vg3HOlMatoTWvIXJeml1mbkBI3F42ka8HFDzfrj8U9d2Bow8noeL_JB7q1EJT3CO-7oY66p0JxZmqMGvJ95GcPUCk9jvVz6vg5J-Br5c9dLzAv2IGTGsyqupf_KUGlWGYaPDahV5Eg_QAbGn4wyaoqsdIysgwuL7vWKBS8hMgqe1F0PzuLPCvB7iVvmXspB9ka2HEYXulB7P0WwpXG8AiTBpWOOl5rIe-vfb11MkG_1G2XFPEec8SkO9x4Gu3uP1jwqOm13Wm55M_sFaVTCMioZ1P9s&reqid=j0htemQQSblNobb7&type=CLICK&pos=3
"Gamepad tay game Không dây Bluetooth TS101 đa kết nối cho máy tính, laptop, smartphone, máy tính bảng
Đã bán 1",385.000₫,Đã bán 1,-0%,https://tka.tiki.vn/pixel/pixel?data=WqEBThjIBE3xFqNdPnTDID7V_XmJ9TeiA2M_YyTh9b9vi7CbKwo_915mOrZ7ti02iKGQ9P5ZRFqvNibIshnHUt0Z3vIFzHGK7Wi2VFqlcIUelKMH2y4VaUzbJRmC2Ck6r-Z14xqq791S6zdWKBn3twCD4D30bkl5hOxYeQLLgyX-wH8qkQI1KIgv9MoiIvwanwJdGW9SeMNVz56a7sLledGvU1AZNYuum7_hBjmo9tYBoRvmjTIP1_q1fxH6P4QaN93lzVIz5DFuV_DIbu_dxI3HSQO4xPNjxmZtps2y_kGMHlWXTquWynq02_GvT20_7527cu4Gm2QfEkv2fgHyrPtnTfdMQ9qvVMY70hnm9gPl6pZwFDfd3mxSDftLue8iKDncQG6wC4h5F6GQS8CfKNzAAprnImHLhvqORFKtlkNCLIBPR3OC1d0OKBgikdv9D5NXOe9fU3Z5nzE_N-6zz8vlQm06iotOFRrNXqJpt2l5C24Zppz63eAScViynxc9EnQ785a8z0SG8C0hb3Ac-G7A97a-BcENuRa8gV5Tb6CMc7JEI1_ruZYB8etXjLHjIgIwwu9hl7llq4p_3eZO4y9YJP0gJDy3ehhOnnlSmkjRR4cYXDfrQpGWYyLhqHDdUJcLHHHqPlvz4aNHh_CyHoSn653gxifcWOSm2oXNDC-92R6bLROiFtTYzeWVnI6JhtjHN3ESzw4M_wHNKVR09xWfH3dvv4xjHxVtaovLu9Zow0VVO-2nIdY37BFRujgpoZ8sxKNVTvsUj6ZUolpOYhSg6MkD1QZKY15C-Qzs0PxaGo3KCV0wH_2vhEIiQ8Q9Prs_c6_1b3Dvcg4a0oMw-E0uLVdA0oK_MiX5NWcgRKcC18hzkoIUBjRCOnztwKhcVk75hH14XpURKX3q84x5cs-MMzRpanmnh5JIh2n0hD6ZFo1Uv5dcIejPTlBCPbPqo41sPNJDutPEa28ApINbDFBbdIPm5zcUQqOOMGn-g22OnUyodi1k-25rNQr9p3h3B2tlps3LVT6jSV1oJ81sJ9r4ZiuhKi4-hydONEzga0kZud514NSwkM5TXVeVQl0qsZzTMar2ajQb0AfGzmAj-Fv46Gb2thbDABtB8hHF7vWNVdvRBZH-SC1eEkhPqRig4RWxe6d4D_hWqO00MF0j0eDVWhBfAdEwdXGs2l77GOlWmX5huLe-&reqid=j0htemQQSblNobb7&type=CLICK&pos=4
"Gamepad tay Game không dây X-One wireless 2.4G - cho máy tính, laptop, máy game console
Đã bán 3",590.000₫,Đã bán 3,-0%,https://tka.tiki.vn/pixel/pixel?data=46yiFHYwQmwDH4SS7Ok4ehxQrsrotaTW8lTbTUSSydXo9pooDU5zbUHceiEci6cU7aQM3rrtHWRnoZn6tHK91AL7YK0KizqC2TrBf8dpheBqdTpZut1V88XptXK-4nnQ2YU8OuJmN08NChJG3SKVQw527cbCVFfoLEPD4KcbaqLwUwIbtMRVlBrK9BAYNo3bKydXNxnvvQ5uIg9GojX54CSwuPYp5fKzEYQEqy00XmLSFwzasyLE7Z_44xj8iOq8etb8dR6cB0ke6GSQPzUF4qOeBH4zmrKE6s0GF3tuAzQwUgmDJvMYbhmFl3gs_sBelziDvF4IptAz2NzkQvPSm1qVE_3mI9gyqtKO_qeXOPo5hs6IFqUMXb2FNUuMlvK5XBExABebjRsiS-vHT6YVXToZdKwuO0CoadyN791vtFbD7LfEuBMfmnrpyTaYJ2LEHN68R8zZpSg_-2hQRnCbUxLYFWLdwMfiSgwVyLek0Pngye0eSTeYQ0CChLBSp_Iz5iepjeEtndnLexNHDeloxnAY90fsBW9Rw0d5lEe4S-XcTzoL1W4KNdeA64C_SvPcxb_CNkqoUW9eQxE_NoiJCgNWwzl_O0mjmTU9xkPWxeQiB13yvOqzV_9YKmRonbBPk2EXdkXG9Bbhw1dq7IsFC7rVkVM8pgdDaEr7NFn1nF7os02ddoyulDQQu7jTNhvGcZGD_ZJbaWAXxRDAmT6Ld9APpWPMx9OA6zgHP4qk6osNYGfIlR26_QbfjJ9-rQ9Wnd1FTTOhH6HLy6nfJcqcuMKqOnvv6LUOybWFIXzXEXP69Y-4C0YZ3f1-DtiJiByNbx0FfyDB8-THhd8xGz9oMBMZ56bfaCP3Oy6f31uNYXEqz9PuH429gUPT03O31XZFcDws7XpOHiyRReh49f4Ha_0gncfvB1kaFf6qGalWkyX7ro26btThiBSg5irHSBokitgZZEGBZ8R-Ri3E4L7npVt6UxPVw6dHf9TH-n3TkclPzvW7BHaazfbtVay9zwIZDRLA-nGuc6wugVNSR19IrjZIAnE5NmYyaJbXdK2srfCzZIZq-DuN9F6C6luQuU5vMw-FLyAIGVrHM0tyj5mtz7l1RNVNvVwo26PZWcf7fNyI3nMJ9xFcRB8_rR-KYc2HEckRP2F8JJly7-5A0FUJaILDkswtEvXm2D-m&reqid=j0htemQQSblNobb7&type=CLICK&pos=5
"Găng tay chơi game MEMO - Sợi Carbon cao cấp siêu bền, co dãn, đàn hồi tốt , độ nhạy cao - Hàng nhập khẩu
Đã bán 1.1k",13.000₫,Đã bán 1.1k,-35%,https://tiki.vn/gang-tay-choi-game-memo-soi-carbon-cao-cap-sieu-ben-co-dan-dan-hoi-tot-do-nhay-cao-hang-nhap-khau-p138489704.html?spid=138489710
"Tay cầm chơi game Fifa online 4 trên pc, laptop -black
Đã bán 50",101.000₫,Đã bán 50,-34%,https://tiki.vn/tay-cam-choi-game-fifa-online-4-tren-pc-laptop-black-p57282867.html?spid=136795118
"Găng tay chơi game cho ff siêu nhạy Sợi Thủy Tinh Nano Bạc Bao tay Mobile cảm ứng chống mồ hôi chống trượt - Bộ 2 ngón Tặng Box nắp trượt
Đã bán 193",38.000₫,Đã bán 193,-0%,https://tiki.vn/gang-tay-choi-game-ff-sieu-nhay-soi-thuy-tinh-nano-bac-bao-tay-mobile-cam-ung-chong-mo-hoi-chong-truot-bo-2-ngon-tang-box-nap-truot-p161497079.html?spid=161497080
"Tay Cầm Không Dây Sony DualSense CFI-ZCT1G -Hàng Chính hãng
Đã bán 95",1.990.000₫,Đã bán 95,-5%,https://tiki.vn/tay-cam-khong-day-sony-dualsense-cfi-zct1g-hang-chinh-hang-p159011647.html?spid=159011653
"Tay Cầm Không Dây Sony DualSense Black CFI-ZCT1G -Hàng Chính hãng
Đã bán 107",1.790.000₫,Đã bán 107,-10%,https://tiki.vn/tay-cam-khong-day-sony-dualsense-black-cfi-zct1g-hang-chinh-hang-p108932578.html?spid=142776566
