name_product,price_product,sold_product,discount_product,link_product
"Giày công sở nữ, giày cao gót HT.NEO gót vuông 5p chất liệu da cao cấp, đi cực êm chân, thoải mái, giày được thiết kế trẻ trung với khuy CD CS256
Đã bán 7",435.000₫,Đã bán 7,-52%,https://tka.tiki.vn/pixel/pixel?data=8o4GRNm_vUH1x3og2RIyYAarixoITeoGwV1TRskUjc-ASZqZxnA-YsGB9bQGWOVR0t8kFFtVLeykI693-sMQFZko4rnRhF0A66sbjeSa0o1X17SOFHIvrf-Utx5-MF1JfmFg7R9tCTJZjpLNw1JHdC6LTfM5EuUNbMQppJswfXflfAh9N7BjWBIpzU_y1wr0-bHtt7VJ4qC8RrUzorV6S7uC19smw1no5ukBbtd3Pg-vtpn6ArbFkXT3MDp7immPbgFbKjouTSA5H5wN8hzWMmSMINvUDiTGovZ3s-TzF9hFjCilYpJhYa7VDpHWfW_6Tm292BCK72DrX42sGpUwEm687TY2zonq__egZqT-uVk8U1w8IdIHO8EBU7qw7K8xSevlRtBbxOnEb_Pw_QeiB66WpIAH2mXEbWS2W3XsEPmU26P4pmSyLeacMfrFmLNksgdtLcBl3aNzRiutNCdF1IztDV9F4Oe4pxKgfgZikPcc-S94FjS6awuXVykPyiuB2rION5VY7tN4aQeaHIsW91g6bAVXcV1mdQae6VDCrWbOIc_ZajFgVrnod1N-jCiNs-avp0Qw2Rzv8lj8JgJEfOi8IilPQUNs53wqtySJtXXtyRTfbNBKPsaoTBp6XuvL743vxsif1wJMcW2G_0TmWiV-fVUNB12hqZkUyKu4pJbVRhpguZs3NutijAI8EAEjDBWILeqt-NfaZHHyXLrh2Zjmp731Jf_F0ZhFQHvxHCh78g4OMJFHQdt2mjORPKLMmnHimLlKoLHora4M8BN8Rc-_5SYC05CRZsrl4xH27qJKZRKuwa2Pk-uPAIDp9buPeTzZLCE6f3j3j7salw7hUl41nef3i9pcnesPEsaZMAXvMF5khcK8SQmXUDWGxePIV9z4i1ZFbbZ_s7B6sRNyFOND3zDe1NaYmYgrZ-PfsAOV2yVBNCjxOxEHnVgb-Q94ULXbLhSwgDJXkKbr4po9i7yVcKor0gNGlrqIgXC-3Yz4wMIcA51BGNinYErpS4dz7MTCKKVIEEsx3RBamqsWS6UuZZ0DDSW2fHnBtLIdo1eFClHLBaWuUggoNME1rKMoKdDLJCTxQUlG1JCXv2U2r_0GqIpcrwBDgr7AbhMx_xQEy1yReKaKEx4iq70sVc-zWdoG0HzgOP_3dE-BEgMV6B8BX4J5rWZCpFWChhGAO4q6fxixrb7Jzutf6REhKSTInb2sXTV99yTF9--0gM4rjF-rDguW4lGXA8_-YEgQeK-_AA4hnLeq-cUm8m9O7dHDz3M&reqid=IfABMQ3ofpGmt63z&type=CLICK&pos=1
Giày Sandal Nữ Quai Dây Mảnh TiTi ĐÔ Thời Trang Cao Cấp DNU2112d,198.000₫,,-24%,https://tka.tiki.vn/pixel/pixel?data=yGcNRE5iOr5Bu7GQHi9Mbfz8reYWpmbA25KnrK5GNd0KLSuQdx-JRpapA2EbSSwPVaQ2ypwZgphUFhrTa40r2CWkcbg6vIDj7GpdSu70hWf8oHChe-sdp-lmRak65REIdG3pWwWH0WkPXEmQ2xLkcDs-r9WH22LzVnAgXDHwuc0wrM3aZR-l_JjLLFlfQ86OEXeAA-sPQuHzJznqam062MSWSOb5HHIkiQzdkB5xqKGzbKuy54eT30jF-EM3bp--xcKIevK0ZGv5mTqaTmCXNZlutaQI8iBOmUtv9l6SSpQnndLHwed6rI29OyDSNAllQk14so1-2KxHZA2KmzEeVvOAGvE5NIipZIu08EL_WxwvhRxOxUQ79AXQFWnsE-q7AsfFqJKUIGhFW0ezEAGLY42Dh4LSmoXlOAs9m3o4OKTzyrKrf8yd-vaQ5j07GJd0FaQoQNeqy3OgK4-MUXxej6iFOc3YEuwXs-WCnWeXQgsTPY-8V8rnGiAlR6zTWXOZqSps1M7vV62oK4lhDrNpwoJUsmyFV3mSuSjKyAt3rKecYoST7kJQCCqxBG0HSLfWCzLpggXrewEc0VqdCB6lYPbE3PEOR9Hab7bi38_x69DfAVFRmdnyW8XYWIM3W4KiLpSR-SQx9crzhEBh7zvCd7Rtku25MWGdCMAnJn8VwNy7JJi9nd7htHLOzT4PyML6HpQYK__jzdRnvVK4modwR1gl6phuBPt-zThIg6sK1jYLHbDz72YXGgsbnGYlLtQC7vyMlNyMy4OsQ0CuPly1WzM70A9NExu4HKWPwqYV5Yq0yT0KDp5u6aq_de_AN6Sjg6i4uuKl7P9Y4rHlISGmLT_eMoWLSjCzzq2g6jGMPiRdp8IXS9t-VzGVf2L1OUAc6BrLzjLcPMd9tL6VGkn41ltTGHhZLuZBuEJqmr9PpNvT8Ff_MO5yhEikXKouQW3S7hGCDvp5gPOOwPGvdSvs0eIJnBsaNMWuoKsmb5l3n6dMwR239oXNLnZIiihutn981apxuuBZhO0ZrGQFUPo85sA0oFQ1qIe2TJdoOF5VC_60m3srf5lZx2CoPO9zXuQblJC12Vs-sT_WexjryQ3RQbxOCncNbb8qAyUW0LrnVGeW_QlxkgO5ONuKqM0HfPF5ZkqscMBjSECn4UCUUW3hzE1WkjxHhZAhwzPgnO1HOuK7g-REuYExsY9S4-Rit9_-mg&reqid=IfABMQ3ofpGmt63z&type=CLICK&pos=2
"Giày cao gót, giày công sở 7p mũi vuông kẻ gắn nơ quai da gót trụ CS322",250.000₫,,-38%,https://tka.tiki.vn/pixel/pixel?data=205uC7RIuEksEqOKwQJX_gZS5q1h7bmFJSxT8J5S2P3PQTEzAOazjJ0FtHYPmMRuA5XkXmzIzEu19l3aqSsGurL9_kEdSfToDDmeddzKbSAjreetArv-6HNPfEsUGJzJVeqEeEcyZmg_JRGh9BOZXyu6JtM5OyONzos5M5m8Vt77C-SJZe3vv2CaRtZGpftO50VSaD5Y-vSflhXSGRMGdRxvBZ42hcJBv3MEKo9AXjt9baHhJAv_o7tXsc1iI4I2adScnZ5SdMQZJ9D4EPbUvkEXvIsO2MZ7vC2iNY6wbHL3bHbkmNhi3xnq6p-Uu-qjb7wMshv85t5LlXJxVTcggaWAFecdzKfmXjt-_6D9-n3QWWd2U805awwQV_RR4tdivFJls7xULRRVz6p845xc4Cnmn4QECK26DkYKGcx159QzNkQCBkzMLlAuB_UMf1XfDwtaYvraM9ORjSTW8rmY5MJta7x41MXVARa-4xvu2KUD5cuENgp2j2UcfMhtHTCC38XzqJ9hXbv8X6alZN0XY_iwhDJ2--vGjXFn9vl-3WuPzClsCjEqqViP_4uuZIezjUDgikjV5HDWKetNG7haJu_fakMDLIM1MURHooZWb7agjAmt9XoOE2uqzgqvtM7YXSno8VsbpJekeXF2Oa_qg376709qCcfzGKcnrbBMvJLu5_IRQkug_TlqGIbVxDMwm-REq6W_CYAPEXgqTAtLfrANCKjv5FJBLwpR3pCTi5aTCM2ZZCBmoNCOQUoQYehFPTD_9ZHwXLPhDZb-7fSUkm-s0fnX3NJ4HKq9gsU-5TzyLS88BYGe0DRq71Pkw5HwrpFLPUI0M3eIHlY0WC5H5PVgUy9BkRagJLAqtCHsEJfcRVmJh4gjy51rKIaMI1BmT_fn4lnWnHS94qyy4-xFEdtwgcRp2z0lxlNuX7mJx5jRCHTETZdHt4lAPlSLgocAV_AACH0AZNtD2_XwUKAHlPi1v8cxLbn6qRZv1SeUFKjsngyb3I1kbN735MN0dDm9LybVwRNv5r4oDEscNdvU1ktz0vGYx-AQ3Vu1Ah5gi8pbQlAokyOo6l4q10ruEdcPPL8MtplU-WCC4c4YEN1RzB1KGxOxV_g-P_7Qp3dncuCtvnVEopYMnyW4iu6G956NE_EIFh2s&reqid=IfABMQ3ofpGmt63z&type=CLICK&pos=3
"Giày Cao Gót Nữ 5cm Thời Trang JUNO Mules Mũi Nhọn Gót Trụ CG05097
Đã bán 62",349.000₫,Đã bán 62,-22%,https://tka.tiki.vn/pixel/pixel?data=Zx21FneHPOj7yrPn_tEhU0AAhA2utMvlc_pVhnSsObbdXHlLNDS3AqLMwvbNT_d6-VfqV0r7jvDaWvhLApFEscME9BR6o9Wl0KjtZypahEWRjw5EbBEFyTwsX4pSPCmwrW9w_UNOktXNV8rWvQEOwK2pg1YfbVsMYSv3kujeW9WIu7ff7ANQT7JO9HHQHyg9rz2efRF6QqNAco-DLrXyCwnJ6zxhLtxMuVxd41rvRjz4_BhknWqbr8x5N1Ulge-zVitv5R1sESd1PVhV1nWHynjP1X1mPqA5-_ZKcah5QRPeEvyxK-RjH5Uib9PHf3QmSHjLlwkwbxYhjvXn56yD9eH2ZClLZKTeVRofIQO6Ggf7uaeBrGb5Lm-G9Pf00bYgHbsmSb1T7-Poal19tMi2sl65fEa7bKyJf79GZdRY6ifgzXJCybTRVPipqRfkhL66Dtq8L8i4crjLu6Ke41F-xxtQpox3H2P51TwrMqrPILGt2iYudozkGGqkOxxp3inmK0WpB--KRD6kWYV-GSwGnOrWlIjjKARzQuYS4eD71hFRhau3xiRHVRmzsSKAomZxRwBWs-lwYFB_eV49A17_0i-1m4kEB4EYJ1urI7-pvp6pjtndymK3-LNVKrtfPrvw4tS2ys3Dmw9cxJ-ZcpwItn-ja15KdNNsVmFZkSdPfFL0cSzqmtnjNrSLTq8uW4KzEUWhqKLBEVL_NbMq6KKJFTI_7Eks_uFeEyGRzQoQZvgjs0_ZGNxdeWQ6jzo3rAdZVQIYtxnccyCT7JdcnHEq7mJ0tEjUOdApOYatECrn1sduqa1kOQcIMx9O1eamaRsThAty3O8zngcLGfX3xhGq5_T63emtsxhU9LWtO1BDO20AC_ei7SX6wYZ5pMwVU290_XDIYcQxBweYOJUmAeeQmWevKLIbQZAn4ILhcApDxWZ7gg3JNqStNquVNPB4xGLJDF7ZezF4L39MaFi65YKaUq9a1oanN8H1cgjoKbb06HVb9lJTP1vOpGMrM9_oHs88vPtCTC2p6porO02dHEXBmDnL66Te4wtHeub4xHBF-PsR0em83xxsco_ohOvO15HShsSZLsgNnru0oned7p9msafzrzhMQeL5PMAK6fvk39GmehG3KtoYFCeyVfaLAdKmJEB2itE&reqid=IfABMQ3ofpGmt63z&type=CLICK&pos=4
"Giày cao gót, công sở 7p gót trụ chất liệu da quai xích CS311",250.000₫,,-44%,https://tka.tiki.vn/pixel/pixel?data=rFXQRzk9gbXaHSF2HAedcf1syaoVH7Lbo7LdEGdtd83piXePDHlVq8n4z0OSCL4uFHqzPA_BWFmIJ4FW_VTi2SpAV2f_7MGBLj9JxaRPQi3kM3gFoq7_GyOwWC1FDBurluazXu-5clry-076soP9Vyk-oqtlkp-PGTCEACKdq0oC4INsssH7azID_Rkavyoe5n8zvcPKO97VZihlk4U76Tkwq-OIDfdEjbRqKHzgCP9RveNJkxUxuKdGMQB-0dP3zb4h3R66RO7dCh7NI7fFAluMQmC1L8ufRwuYXL5kuJbExnHgUhh4brNcTz8NXtVoTbpE3Yar4yceDXljy0oYRdCaOVZQRmLrZ1eIAaKFDNV2Omt08B2fa2r3An8nU-ByUxwwYFmHQllPsVqS0QVG5ldp300rp-vWo44HhRlyzSP6MPeDA70c55KptaSinQutJsGLM3N1CCp2O4u9ambu5DyDdyLjbMawgZO3V6_-VtlgWqy87fEDp_ZggLk4PrCOhJkG2_kfJrOHmqzRbROfxEUXfBMhBEia6INrkZJPjmJFDPLRuCyj9bC6d4OPGHT8A4IRDywNSinjjOH2tBUYe38v7WY22XUyMSJkQWgWSSlCwMVtIJCsC3oi3qWfzH7lSXlstZ8WFLYFvVYW4ERDleph-hEGi-PODRqP15YWbwnpZ6v9PkwPUYiSoFde9aWY0DaqqdOM-JhxD3JjRnQNnWb8PdIErVuhYbQ_AREjeIAfzdgQTeqCgnVMHjv7cARhWKb7xird9Hdl1fchXW1cqp7kZDptotN_YnTK0qHACiz4PzFqQNPcfYP7iutMmb7PndXmI5yDayQOGGp51Uq2TMmNwTE7vfSQO8kAv2U_ZmuldvI_jNzvf-n49GcTnW1fthu96lWpmh9rci7RPfUsvvCxx9c6a6sdw0ho-_UpkVcUZFvwspwiMW_1zGXKckI05snhQQKdgFmwrb9mtU6LdGXF_VZEZMhVe1kG3Ud4xBLpy4iid-0ZIFhckUPCXIF8HgFf90yTHMH4wTevbFfUm91SMbRJzhaP2mQH7pmf9yZsDCTxtizSJ7_AuI0PjsE3E6OPk5Gx-dmBqzKabmkV2TV5hNIjx3K_s4O6saXGf8XvfTdQcJdEsBKjA4M&reqid=IfABMQ3ofpGmt63z&type=CLICK&pos=5
"Giày công sở nữ, giày cao gót HT.NEO gót vuông 5p chất liệu da cao cấp, đi cực êm chân, thoải mái, giày được thiết kế trẻ trung với khuy CD CS256
Đã bán 7",435.000₫,Đã bán 7,-52%,https://tiki.vn/gia-y-cong-so-nu-gia-y-cao-go-t-ht-neo-go-t-vuong-5p-cha-t-lie-u-da-cao-ca-p-di-cu-c-em-chan-thoa-i-ma-i-gia-y-duo-c-thie-t-ke-tre-trung-vo-i-khuy-cd-cs226-p197643943.html?spid=197643951
"Giày múa bale có gót 3cm bọc da lộn cực êm ái và bền
Đã bán 32",110.000₫,Đã bán 32,-0%,https://tiki.vn/giay-mua-bale-co-got-3cm-boc-da-lon-cuc-em-ai-va-ben-p146989025.html?spid=146989029
"Giày Khiêu Vũ Dance Sport, Giày Nhảy Latin Người Lớn
Đã bán 37",200.000₫,Đã bán 37,-0%,https://tiki.vn/giay-khieu-vu-dance-sport-giay-nhay-latin-nguoi-lon-p144191547.html?spid=144191553
"Giày Sandal Cao Gót BIGGBEN Da Bò Thật Cao 12 Phân SDCG95
Đã bán 7",369.000₫,Đã bán 7,-26%,https://tiki.vn/giay-sandal-cao-got-biggben-da-bo-that-cao-12-phan-sdcg95-p262504452.html?spid=262504470
"Giày Cao Gót Nữ Pierre Cardin - PCWFWS159
Đã bán 35",490.000₫,Đã bán 35,-71%,https://tiki.vn/giay-cao-got-nu-pierre-cardin-pcwfws159-p137966974.html?spid=137966978
