name_product,price_product,sold_product,discount_product,link_product
"Máy Rửa Mặt Halio Facial Cleansing & Massaging Device Sóng Âm Dành Cho Mọi Loại Da
Đã bán 154",570.000₫,Đã bán 154,-24%,https://tka.tiki.vn/pixel/pixel?data=Kf0On1p7EC7Y2auA4fpNzATOv7-epvo6ZzePk0KAmP_aKBwfcO363uSUmqWH2QW0H4v_6DTrfUQGp9h38BM_IKd634dEpcObjjEgIzaPc1PB76zvmPlhktMPTnHvWm1DXKCipZhb5bGkF0y5x3ep0t9RUPCf09hHIEcoeKLsIi-UP9RZwPqVJ0mvHk-JjH1cz3ZH8iF91UNf5YavqTntGtZDAaq3t-Hw2ODw01WwIpBvmBGD332LIFATgLgcV31L-V_yfCnqH8tylK775KVj6zut8awYqmnKdTLzs3uyXjggEJoa8IkKecNtB0krfI7BxNVygVzxdlP67PY0IooZbUANRvp16TWTrdYxOVn-IxXSVajnlagq9FxiqEHN1FM-9kfg9GR1BN5nkI6gGSFNTofAgTRivutT2Acw1M1MwFdjCNhui3eAGMgOc1Ph32fnHaUyycsu929V9RovuvkcuY2xGuYDq5XdV1fwbQ0HQgx8IRvqX7UOJJr_uRjIkwww7OJCCYBNNKd2K4u5YUfJHbPThCLgMa3JoPs782EPOmCQOuZfWN94NAPK419AV-h8oHXeeKlhBOE5lzmADXFpZF86sr1XcRklB5vS-vdkAp1tebrb0m4yjAXbSGydvG0qLkCGsnVCc57ZszrtAWmILdnEsJu9MTJ-V4tMlfz2AI8JAhkm7C1aIdu_-orXzl1rDSQN7MELitwl8TkE6T1uWQl_difmtMiWH0hP-Rx1M7h83w2Dm-X_x32Mk-1dbzCmgBE8pmJVeUjIhoOA4C_hs8hpk6Yem2AzWwyy50n6as83yOYSEmZP9hu7GMkK0cbkhweXWpBKUoLaMA6VEH1dr5ldrHyW6-5xqM7W8eXy9UDmzBz0K6mUQuRgnuMCDiTzEva0chF-VjSeZiHsSWz3PpX2yteKS09e9TSuW2LbbEKd7zuQkQMiIdRDu1IZRubgNYz4-p0BOv1i9gWZxRRyHZ0ggBv4wUqH-EaR5qpiNCGmGbBRvN5DWQCOiVK3GWv5gjOMDz_5iqbMXtKosSZXEgxbvyiptfT1RkG_pAqEITac86_LnnYLWqC6zYHAjrpLpTpyECSI9X1MHR0pSS4UEalOD8Vc_fpCHYtHMsdUObBtYekAx_KewomdfNe_HssPE_kX-cSWXsB2jmj3Eaa_ftj774eRsX7-HHUGnLnNPCrZzA2K5YCNVQcq1euoWD1HpmhY_0GPWIBfiJvmGLklFc70smY&reqid=qJDDbGrfD8ZFab6v&type=CLICK&pos=1
"Máy triệt lông đa năng DR GLATT IPL PRO 3.0 (NEW) - Hàng Chính Hãng
Đã bán 8",4.914.000₫,Đã bán 8,-30%,https://tka.tiki.vn/pixel/pixel?data=aG8xo3c1R6zmTDCg9Ptn94Vw_ujH6wioume5n2-VtMz3MVJSO0NKdn4hIUGmKzL8OuvxAwzCvhV84RzrCdeySP5BAGTA0LkVGSH5OnkOFD0yGiSwlMPfhdyCjbs2Niv7Goi4w6_UjxxfvKKgJCJwdpQDr43zlBdupU7z0OpEMRiWMC1yyY3nW5WaWG46dwW95PvetdgxaufbbmVj72X2lQZlOFpzsZhi5OKdztGS1Z2n1tSHGFqJH-y7RiSWMzurqDDcK9x377j6uw0MkxnmxXvD3oQNju6Vw97DzIZ7Toy-v_fNli65G1iFzpR8yoIXGrN8Cx5k4a2vFk5RTJDEVYClAetokxXA-OL5jWcuJl35tgML_UMEwng9VdmhcSZxMPlLTISbaTzAATDBHkjzrLDVhQNMLUHzion9pC87L_E54O98dyb2QjnhhOU_Pokoe19doFPZ_Z6kV9AGNwt75BfqHVzuOmDNwXDPmMnwefnr4M9n4hSgvwnN5DaHhKOSX72PXK3wVVa_XiCJ9NcmVMn5zErDQh63bABJzHw-alf6HEJlIieN1S1JsSJFREUJwd3jfhVrpPWsLDV9yTw-kWE3SWeQFJVn111DklY1HS36gS0lpODHOpGBNJOa0rROeayCukw_FLTXdaqhj_CG2eei06uDRUg4foE0JNjp5QQlmNfjVxW2YmkIH2_GZmarcNDb65eWx4V-jXIC6nU446Ze9YaLfTKuWq5qISps0AIwA30kz6-2IxJDXaN710lKvAufA2hjI2_S0x-r-2opo35X30RMIsY4wTWnMXd-KQXSiH0AUmCIB2II7DvL7uFw6TWmXJH8OdavJ2bA3muBCWzun4wEEFpAfa8t-f_1iBorlKleZQhuSeymtQgBq9EKaImbkhiZbQXnCWKD6deBIKhtvY62VRj4S_t7fqtNQgdx6xrkUERbrFaRffd9RvaFyWUwUhpgqBM3NTqucz_9m5MhIjCBMvlfpCvK4eSOZ0JZzzjOe4jzGsoYDoJxmgY-niHZnbRPESd7HW4bPH0i-9qS0kubTvaUWt8ml7QvA3Nk47Hj9S9FobA8iAGqlWtedxyozg-77GlCSNJwMY5_K-gWBRDX3TSQYJgRd480DHbMtvIhwf4k0QEIn3FV45eZeGxGaWmYul9Q-G5cTgjANGOaJ4VE-wViUDuM1syTzYUfnaBt6RLyufjFEqSLnjwmVUtx-foX3Qgz1w8zwSE75O1oaEic5-77o8sOmjPcTowr7H5TPcdyWYMK8WYYvjEEueM-sQ&reqid=qJDDbGrfD8ZFab6v&type=CLICK&pos=2
"Đai hỗ trợ giảm béo, Giảm Đau Lưng Nam, Giảm Đau Kinh Nguyệt, Sưởi Ấm Bụng, Massage, SUPER BELT 3D[30 NGÀY 1 ĐỔI 1] Công Nghệ Rung, Nóng Và Xung Điện EMS
Đã bán 35",1.882.000₫,Đã bán 35,-37%,https://tka.tiki.vn/pixel/pixel?data=IlOWyAaeD2p-E9cBoxcU-w80T65uam1H7NU3Ex_qf1ti-LxYUF26JVJMULab8X9IY23m8SK8NMDrtBxEtn_hZUhomqqkC2KJi0BL1jmK0Ch_HCgz63VvgxOXguvCkhTNp4glXM_E6ZRR1xX7HS7OQKNxayh2evk5au0XPrwpRe9Q6jkA1-G7qfzvif7iw4UOj6FTlYIsi1uBRbmtpqwEWB81B5d2t-0c78BfOFTHrP-psx4CLr3tAv49Vhaa28ut0ZGDnUUHGmvYiPEAMIvI8eXIzIc31Oyi07BotoI5boiM501ZwR8LlTR_uOSdnYx8Mpz1T0k4nIp7299dp4TyJ4PZ-DBqah0tEjODnSOMzSW80WXBioS7JTIdCIX-A5MwdYKeSy-MMP4zSgyQQ_89QvUvnqZVw4Bf-9Hq-btPpnXM9Pujt-1sE4suTN0ZDAOIQNiBs2zzwZGAquTjAs1MbIKLoO0PJYwth19FPYeDypjX-aZTB1x3HmDfy-FTG2zjpT0-WeazShGhXC44DSkqCEPXrsLjBLy9tbkdNOIeSPxFlZl5SxmHFLkvI1n8XVMnpKjZUk7aoHOqQuyOn0z7lskSZ8u96O0XCL2eqB-YC_BpDKM4FA_iCt5x7BXJfJYQrSbfk4k2oH0EK5frGCUcnVcNu12YNTo-u214hRwGvOgNxMjiiqxpf6u8lgBlP0U2hFAGQ0Ra0bXypL7X4wgP937CLkpxszH86G10NqRBJh2J6wRTBIj-81Z2ATPfgUAMXRaVr_8ISNllfkFaTqJ7MG221gqkJd9eFPLIYBPC710IN6vHmoU_m3CDnfPIzf9SCtO04jnsJAjpkweX_BD6cpJ_G7IEQlEPrkYw4NaWzpnAc_0nhtNuySHE4DcMR3Xr_UUMCg0sEedMQVy26LTZLUrIzBXsBbtr_ngLTqyhXCAdsTaqPKqv9V5wLhUXWciYdIUZl8q7C2zXqHQBKDry4uO6g9CVDyKUO6p1EOkqBRT8yLoVK5WzlkOiNg8x9HL-GsgRCBK6rim9zqh6N0NLOq1RpA4oFf4P-mrOD_envQObNq4Y2BOHSq2LqZig22kZlBV7aKCouMkLLlzPyl9PBHUQcT_hySkTcZdQYwMIz3BKvdyITljlliwtRubXdDJjci9gzGNtuWV4O6Op2hwJb5xOMl_m35gJBJqr2TBuAUy60qJJJPK3bmh6_QU3CztAnlkPPT54vpZNMD9FaEhkwh11wqHeqBXektP9seU7cafKtmSdBzvW5htHT0_UmO58k2eUbhusS_-c-UH1YvRyDzMqJKBq-uFJBd2cqZ-E-CguaQ32egXjj-fArCusKE_Ox839xf-vtfQm4beGakvcRUXVs4T-Hiz9qLKMzyOFRRO991crnPSFGZj1rEGO5WuITIfIdapW6vlvl40IcRnLN8dfpf-C2Oc1QeX7wre4hd_X67e_2d5-R44XoqaQO1I26oQjzd7s93QZaVX9EOWxKXLkfoqJk2r_fz8MdAHJWjnN_C_ELIQmlDlhqL25tIwJH_qBFHE4XknaFSc9bEu2D9JSDwhfa8MnY6Yg9zaPq0TE1IVlipHfg4YKEDcwVCLNCFr4ssUzfQ&reqid=qJDDbGrfD8ZFab6v&type=CLICK&pos=3
"Máy triệt lông và trẻ hóa da IPL PRO, 3 trong 1, hàng chính hãng Dr Glatt, thương hiệu Đức
Đã bán 78",4.090.000₫,Đã bán 78,-34%,https://tka.tiki.vn/pixel/pixel?data=HVOLt69yxEsNSrNcCuWfnuLpCfyoQQAg_moAYip7n16NJPKl0BDbEbIU3p2IX5-igBXMyapbG8quZ1yUZiTSPbOaKQYl0lCby6BfKhXCXm8Cb-LvQrEtdk9StUhAG7xsrFOTESs5-WUDZNh_uxW6pg-AjlcvQjH4TQghIxhZJ_aLrUNng4cl9d1GUcVxqcMAui7pANT5kW9YxwHBcunsO05htJ2GxeBRFm-ZDRdERwbQHj2Fx2huYbhKPUxh8yQ7RiiL05f28FVzs48uuw9WRU9xaVoxdLBlFF1Dj7ro5t9DQSj7GaHpytcCyoLarrRvTMzFc2TlSBmh61OlThtKnIeNV9d6Pp8nPfqPvtF2N203WorQVUpZ-8IEShKh_Bk3k71DfQ1r9pueWe5C4QGpQjdLn3It5tjy-mZqgS0foIiULz3oAMO3EQLB9-63ko_hhhJDsavEgsH2Hsy2swruo7_zjswBYfAluPLyRqptuB487L3wti27OQ9MD6BvFx7Syk1eFAN8HNIEzqgesPHQ79LypLn0R_TovGjWQLQfP03zt519ly0JpmDthWAG7q3GM64b_gFUBIF6MPPWhJ50tY0QPWjbe8xExDT6VhIgWVvehl_PGV7RsMh8sga0LFIfbO7Q-_8UonMmP37o6jTvZfTkGZQMbMDdvuh54MoRRQkvDJmieRN7qijY9mpc2qK61ZeVjESQuUVWvTxopkniTJXPdP9bbTp8o49Vcd5gK6VarUagSuMzRIEmqWX5o0NFyfI-rTDp-hAfieeG33bG3CcPFFtmr15ox33Arv0Drz10D1Lq3wELmeCB4fi-DlIqs--yjazOJNAfRZtzrWo0XuL9AuSwAa7Xp7bDAYjzsjbxDyVLdPqh6qRATF3A_RRyxYvxswnRkSKlp3ihZ-jXl_imhMO6pNsStvLCgCJlZ8x5NOstofxFlBPWE2Owzm0su0W0qTJ_XYeBGCsZm-pzEJ_Nr9fuGSyFtSaDe91e46dB4ic0_7au2NbxA0rpXrhKDVUscnNmAqb7tzEIsHhY3hf9tlciQlcxz7PgS8zT-O2lC_5ktxuYS7Xr_2SE64SWIfWVTHjevCTRLIwYG_vKnbhrRJuOiqAThH39U2qopaeaLg_tt35BqAvrGBw2Jsmlxp-ULk-05dnkAEkuU3gMn_rjwjuxZzSNXtUBI_pEAUg-tZrlBvv4tFBKjNSM_-W_3wSx1-MgRuwzYnOTYjB85IyaC0phEp1ZDGwfpYpFDfLJkqZ9vQxYQnA54IIGVshVynnpD8PhVrFUT0bXk4V7nUEE5roargbLPs-xqd8HcJISGf-OeCdubnNL1lzNYxZoQus-KdYMC2JpDzpLwqi8YWdf&reqid=qJDDbGrfD8ZFab6v&type=CLICK&pos=4
Máy Triệt Lông Mini Triệt Lông Cá Nhân DR GLATT IPL Pro 3.0,4.914.000₫,,-30%,https://tka.tiki.vn/pixel/pixel?data=oWqV2XZC1av29f0izxF8k7mF-VDLH6LtXtAukMU4QY-HTLWlGxIU-HZ3sCA4vPS1kmI3LiRI4_I8K67BR-BA8epNwFS6AObyHsOmCFngTLVowvL3Bvlw2Phi953eQhDDlEzoVDeOO0OKhbN3RKIsR23U14BYKGsJV1ynoVoXFb2dSZXzRbMGUz-8sK8WtHICitFun6DProulucI3oWIfT3Rz82HAGbKzsh2gpoDLsEgGyskHG2ksp828Y3YnDXsoCSPw1xF2gEzFshYwSe7GAHiPB7hlChVgzljYSO5OVUKQUy7I2ARNGHyevzQo7A8_Wt_vT2zCaV4Lj69QOliGbAcJS6xsq5G7zsjyqxIdcuH0ZJzWnC5FGKdatiHPLXQJReAtKHZ41QPBH4HOInmuRZxHQCaLuMrxH_c94eo0oZ0KY7geuFpMSvZ7i_p60GQO2KxdX14IOAiHBLyXJjP3l1YYWzANH4W90UpL5FYLXS8voPhlmLJuqS3Y9FPQaaVR1KbU9hHLeXhZTWlkdMNOT5zs3Vu2ll9imOI1GVilM4UzpEsQP90Vxau5Ce9i01bJDZQt2twRa8utGWzdVIiE1Rt-wpTjx2mfiJqesD7LNCEFkVE5R4IhlpPNpQVtWCY7-v5grVyfRfYDcZFcMmTxwVCnDF7AmPuVHhoGtudAuFSwTOPOBVNw5oRcKttzQZgbNwLrNZWktO_8kk9gF02uvEDqV12u7HITnMAyS3sEwd_n--931sF4aLRRKU-VAsebDalgkOCgQ-KxWINX4MK-7793AGX1TqWyfXfSuKFDBM3LYKiv56m4FGnEX_GiAwE4hjhgQIZahKSj-Zezm7KVfNL2RhM3iTROKDCom-3B4oWoehKei_O6G0NySrm4-3x1N3b_PBKY_8SEIyNf1h-nJXfLOpN1BCl4NGZsZrggmpYwR505CPvafrK5ebxym-V9gV1euHhdpWiEGaUWdboED-CdcFgeixBePZZNcKtUpsVw1AoYk5nkrQVSIkCRLJz6HYiWj-h29UFiiZh7s7K-TVdY2THU8Y3tu1X2oYrpLzj53w970aASakd7LGU9IIo0H9nwmWWVEkbqZ7ipGY9mPikiWP9QSIqhJ4q0okzkkRDPY-sPyE_4KC3oIeUWGcXUaP1dbQ4dIwhN7PwyQuPNgrhMdYIr5djTNqYVC5GxNKjRTV3aJdHKTQ7JRWn3-s2D0F7Gvuv0C8yM3pzS2-O-O3cn3EOjd2uurYets_T5XAxUbrJI7nOIaDHYQYyDlzUr&reqid=qJDDbGrfD8ZFab6v&type=CLICK&pos=5
"Bộ chiết mỹ phẩm mini 7 món tiện lợi
Đã bán 59",21.990₫,Đã bán 59,-0%,https://tiki.vn/bo-chiet-my-pham-mini-7-mon-tien-loi-p48677365.html?spid=110789322
"Lược thưa chải tóc xoăn - Giao hàng màu ngẫu nhiên
Đã bán 170",10.000₫,Đã bán 170,-50%,https://tiki.vn/luoc-thua-chai-toc-xoan-giao-hang-mau-ngau-nhien-p21482823.html?spid=84892244
"Máy Rửa Mặt Mini Cầm Tay Crénot Nia P5 Chính Hãng, Sử Dụng Sóng Âm Và Silicone Siêu Mềm Sạch Sâu Bụi Bẩn Trang Điểm Ngừa Mụn - Máy Rửa Mặt Massage Mát xa Matxa Tốt Chăm Sóc Da Dầu Mụn Nhạy Cảm Cho Nam Nữ
Đã bán 298",1.160.000₫,Đã bán 298,-0%,https://tiki.vn/may-rua-mat-mini-cam-tay-crenot-nia-p5-chinh-hang-su-dung-song-am-va-silicone-sieu-mem-sach-sau-bui-ban-trang-diem-ngua-mun-may-rua-mat-massage-mat-xa-matxa-tot-cham-soc-da-dau-mun-nhay-cam-cho-nam-nu-p191514845.html?spid=195738984
"Máy Triệt Lông Vĩnh Viễn Băng Lạnh Trẻ Hóa Da Mini Cầm Tay Tại Nhà Crénot Graci X3 Dành Cho Nách Vùng Bikini Mặt Chân Toàn Thân Cá Nhân Giảm Mụn IPL Hair Removal Ice Cooling Compress
Đã bán 261",2.190.000₫,Đã bán 261,-0%,https://tiki.vn/may-triet-long-vinh-vien-bang-lanh-tre-hoa-da-mini-cam-tay-tai-nha-crenot-graci-x3-danh-cho-nach-vung-bikini-mat-chan-toan-than-ca-nhan-giam-mun-ipl-hair-removal-ice-cooling-compress-p195972836.html?spid=195739211
"Máy Massage Mắt Cầm Tay Mini Nhiệt Rung Crenot Erie V2 Mát Xa Giảm Thâm Bọng Nhức Mỏi Mờ Nếp Nhăn
Đã bán 176",1.420.000₫,Đã bán 176,-0%,https://tiki.vn/may-massage-mat-cam-tay-mini-nhiet-rung-crenot-erie-v2-mat-xa-giam-tham-bong-nhuc-moi-mo-nep-nhan-p195937695.html?spid=195739144
