name_product,price_product,sold_product,discount_product,link_product
"Máy Tính Siêu Nhỏ Ultra Mini Morefine ZX01 Plus - Intel thế hệ 12 Alder Lake N100 - Hỗ Trợ Xuất Hình 4K 60hz
Đã bán 27",5.290.000₫,Đã bán 27,-0%,https://tka.tiki.vn/pixel/pixel?data=2UIBgDMSeivvvOp6oXhqjOEmBiL69yIOXIXfS49tNTciwm6m6Ujcwpx5CXBgMTMrdFpiNGPBBCIG5YjfDQPvE6twy4IT1k30-jFAQFMU6q5Wtb-dXkDi_cWJSIf_XdWdQ44U1jyQGARlrW2ti44LbCFodNEgcTKnRxQ2PiR8qkT9hBpRhAA2QDKoHswuKhdaOoZYX6A1bWIZ9S7SN2XL3QrEpwG6Vaa1FZUN83jNPmF4vLP7qY8MkP3Xab_jlbZFv_wVOmdLkNxDG7iVQ_tzXoQ48145ehj9ov_4msiBdIE-r0vQtb_CCD61HoEgw77MflWpTo4r9s1YsyqhHllzGLTviTvC6sD2XDyMWCzdFfJ9doenowKVNUqE3R6JV2PplUxL6fjLXCYollgl2-S1zsOcg_10s0iLK4GFIVifdI_VINWlYSx61ZOEF05-3JQq_gqDHzL0Kox_ZOzp4OSZLHoBpWN_2UeFSKCdzCO3cD8iNe2LCrbeTjnrRVi86SR8Vp5cafeiBjH64uTNkGEdOxNDdtb89l8EvTAz_Yem4n4B4vpaXKP1xEPtS9HRpqIq9HiyE1GGJdAyDJAMOQHmPjBgoDQ3oTP24oJ9R7COQ7aItQ7gwMaURlqg-O6JmgMa5M-YvNzU2N1jK6G-z2vm-UC2XInemlU4Es-TGRcmDpu7kXjLc2ZkBTxmKEpY9s9pHFxH3nyMUErnApmuXX7h9OIKMCuMuWmycUW236ijjwBALOuI8tIb2F3eqWNKC0sW2ldWg77jbxLgJpYPMrVuG9rHsCneu_xMtWtfFIMnllct3e4uwqupIRitkWz1JVR9ODiC8gx8gpUD3odWtGa2ZiboplnLeGr0oevDI5O43pYsMs08hnovKYP4Yc2NXuk3Ia2eYNn5NjcEz3aI-QjPwBuOcit-5STVZoflWj8KTijfVxfH10H6HWjAlJ4amQuwkAsIVD9s5cBh5MdwZ4Z9dggcGT_tTqGWsk4lMdokAenyJM28qL7SoBPjQtnyPkxos-DAjgx9mm-eRUWHd9oKRWm1Qqb04Hd7GOjI4oBAbn-ORQZosIuRYZ0FMCWS77S51xSGlC6koA4mZiYh9TVlJsZNKHyf9fd8GeEA0hTvO8O3eYagZPYTqdbiJ7Iepbri6uswVdrXzdyv-EvZ20qiPToo7FQg5L1XtX5C4vdi-8NrkGQo&reqid=EO5Bz2K2R2uLSKwE&type=CLICK&pos=1
"Máy Tính Siêu Nhỏ Ultra Mini T9 PLUS - Intel thế hệ 12 Alder Lake N100 - Hỗ Trợ Xuất Hình 4K 60hz
Đã bán 1",5.330.000₫,Đã bán 1,-0%,https://tka.tiki.vn/pixel/pixel?data=6T80YWxSEXGfKhzF18fb5E6s40kGg-ioFSNPKrBL4bTzLB71qjgofgVmhtYLAR99X-4hCqrsh5PZMnsNef4uVmjkpYiQZIhm6ggsSKEiD5TLT_0v4Xl4PUnJcU1MHQINOX0HglRZS19L485qMKzdEhcwLaVxWVBim2KkosyJMhw-1EnHWdUgF4HC9YcZEAUDC_VKAfQaWlVUdCYb7icTiNyS9AOt3Ycg9Adxq7O8eN1Yggn9X2inWMsF_YMp936MnXN8Op5OE9cETB27zGXhSVqK92HoUnB0bwx3inzVMzwWJs_8JrFgpphlDXPdjaYaYopH1Aoqo3d05eFiFhaOUb13FIYP1eYLpfygwePsmo0AYuFM28g2k4WOj2gIq00dp5GMOQlcHAGbJBBN80jZ18-pQphr0CQ3a1c2kvhwoVaMgPptFcg4PIVlh4AX_qk5kHn1Dzvq-d_uSPiEn8Z4cFs7GU7Gl8Teb3HTRMbhwUW-Trqg7yur5Vp4iaXeh3no_2StPcv1C9EqbvYBuKcNABs0Kcp4pRJIDHAObvlbwoFKRlOoSEmzMHIQrUJtCTr6-XHXlyuukyc2s22Xw3RvFs4I4ZrkGCyuH1I4eMsAmO1FgDFAfVBWbq9WCEFJnIR9jCenYo3ZdScctjtsy-5gE6w9YR9FtbBa89bPBuvSoPhnBr4dmzV9e_pK7x-tu55R_O2-mGmEPAWK22xk0azUh1n78U9iakqv9zoeRm5mfZvBxEUfoaGElpVy9ARB3hx8ooeYIAiL445rsAlLVrD0bMqxLh6_-jXUegISU0uFiHZpEVAgMoV1-uAWs9J0prbUUN0BhNOH1ZCEb3upeZFcQhMOttM2vvht1MzZNDzc4L29O5-c94nHrjqDSmsGWk6KQEWGP23_fq-PEIpC-YtCm-hDlKw1oHBo8qpDjn4T73L8JWnldnyuvf4ipvek8buoMHPD3fDW5kCFTZGul74aqUuQtHPe_nzn6tlOTyc_93MMsYOKJxshPY6hnghEbBNkb-arF7Fu5rIdjzcXq_wX2diaaupdyTj_mhgMbU1p2HyRoOZwGPp3pDFx70z-qXsvlIwjEOXKMUa461sZM7PrpSyGgz8LnTEJH7SA2DRp-nOk4kdh1MnwP1eFxISIb714F6O0ZtugWddA0LIY1UrfXzsBknmpQDL4aVXspwdFJCWRWyEBRA&reqid=EO5Bz2K2R2uLSKwE&type=CLICK&pos=2
"Máy tính mini PC để bàn Lenovo Thinkcentre M700 / M900 - Đẳng cấp doanh nhân - HÀNG CHÍNH HÃNG
Đã bán 56",2.650.500₫,Đã bán 56,-5%,https://tiki.vn/may-tinh-mini-pc-de-ban-lenovo-thinkcentre-m700-m900-dang-cap-doanh-nhan-hang-chinh-hang-p229803323.html?spid=229803325
"Máy tính đồng bộ Elite 600g2 ( Intel Core i5-6400 Processor 6M Cache, 3.30 GHz / Ram DDR4 - 8GB / SSD 240GB) TẶNG USB WIFI + BÀN DI CHUỘT - MÁY CHẠY NHANH - Dùng học tập - làm việc - HÀNG CHÍNH HÃNG
Đã bán 11",3.001.000₫,Đã bán 11,-6%,https://tiki.vn/may-tinh-dong-bo-elite-600g2-intel-core-i5-6400-processor-6m-cache-3-30-ghz-ram-ddr4-8gb-ssd-240gb-tang-usb-wifi-ban-di-chuot-may-chay-nhanh-dung-hoc-tap-lam-viec-hang-chinh-hang-p155147070.html?spid=155147071
"Máy tính mini PC để bàn Dell Optiplex 3060 Micro Intel Core i5-8500T @ 2.1 - 3.5 GHz - HÀNG CHÍNH HÃNG
Đã bán 1",3.325.000₫,Đã bán 1,-5%,https://tiki.vn/may-tinh-mini-pc-de-ban-dell-optiplex-3060-micro-intel-core-i5-8500t-2-1-3-5-ghz-hang-chinh-hang-p273391121.html?spid=273391156
"Bộ máy tính để bàn All in One Kiwivision tất cả trong 1 màn hình, CPU intel i3 10100, Ram 8G -Hàng chính hãng
Đã bán 2",9.500.000₫,Đã bán 2,-0%,https://tiki.vn/bo-may-tinh-de-ban-all-in-one-kiwivision-tat-ca-trong-1-man-hinh-cpu-intel-i3-370-ram-ddr3-4g-hang-chinh-hang-p68173661.html?spid=68173662
"Máy Tính Để Bàn Dell Optiplex 3040 micro nhỏ xíu - Tích Hợp Wifi - HÀNG CHÍNH HÃNG
Đã bán 6",2.897.500₫,Đã bán 6,-5%,https://tiki.vn/may-tinh-de-ban-dell-optiplex-3050-micro-nho-xiu-tich-hop-wifi-hang-chinh-hang-p270446265.html?spid=270446267
"Máy tính PC siêu nhỏ Dell Optiplex Micro 3040 NHIỀU CẦU HÌNH - HÀNG CHÍNH HÃNG
Đã bán 2",3.505.500₫,Đã bán 2,-5%,https://tiki.vn/may-tinh-pc-sieu-nho-dell-optiplex-micro-3050-nhieu-cau-hinh-hang-chinh-hang-p270445816.html?spid=270445828
"Máy tính để bàn Dell Optiplex Core i5 3470, Ram 8gb, SSD 120GB - Chạy nhanh - mượt mà - chuyên dùng cho văn phòng - doanh nghiệp- Hàng Nhập Khẩu
Đã bán 28",2.555.500₫,Đã bán 28,-5%,https://tiki.vn/dell-optiplex-9010-core-i5-3470-ram-8gb-hdd-500gb-hang-nhap-khau-p23535966.html?spid=25636030
"Bộ máy tính để bàn VLimited cao cấp i5 3330/8G/ SSD/HDD/ Văn Phòng, GAME sản phẩm trọn bộ - Hàng chính hãng
Đã bán 14",3.990.000₫,Đã bán 14,-0%,https://tiki.vn/bo-may-tinh-de-ban-vlimited-cao-cap-i5-3330-8g-ssd-hdd-van-phong-game-san-pham-tron-bo-hang-chinh-hang-p176240897.html?spid=176240899
